Stations_ID; Mess_Datum; Qualitaets_Niveau; Struktur_Version; WINDGESCHWINDIGKEIT;WINDRICHTUNG;eor
  4642;2013120600;   7;  61;  10.0; 260;eor
  4642;2013120601;   7;  61;  11.0; 270;eor
  4642;2013120602;   7;  61;  10.1; 260;eor
  4642;2013120603;   7;  61;  10.1; 260;eor
  4642;2013120604;   7;  61;  10.8; 260;eor
  4642;2013120605;   7;  61;  11.6; 260;eor
  4642;2013120606;   7;  61;  12.0; 260;eor
  4642;2013120607;   7;  61;  11.2; 270;eor
  4642;2013120608;   7;  61;   9.6; 280;eor
  4642;2013120609;   7;  61;   9.0; 280;eor
  4642;2013120610;   7;  61;  10.5; 270;eor
  4642;2013120611;   7;  61;  10.6; 270;eor
  4642;2013120612;   7;  61;   8.3; 280;eor
  4642;2013120613;   7;  61;   8.9; 270;eor
  4642;2013120614;   7;  61;  10.1; 270;eor
  4642;2013120615;   7;  61;   9.5; 270;eor
  4642;2013120616;   7;  61;   9.3; 280;eor
  4642;2013120617;   7;  61;   9.8; 280;eor
  4642;2013120618;   7;  61;   8.5; 280;eor
  4642;2013120619;   7;  61;   8.2; 270;eor
  4642;2013120620;   7;  61;   9.2; 280;eor
  4642;2013120621;   7;  61;   7.5; 280;eor
  4642;2013120622;   7;  61;   7.6; 280;eor
  4642;2013120623;   7;  61;   8.2; 280;eor
  4642;2013120700;   7;  61;   8.6; 280;eor
  4642;2013120701;   7;  61;   9.1; 280;eor
  4642;2013120702;   7;  61;   8.7; 270;eor
  4642;2013120703;   7;  61;   7.5; 270;eor
  4642;2013120704;   7;  61;   7.4; 270;eor
  4642;2013120705;   7;  61;   7.5; 270;eor
  4642;2013120706;   7;  61;   7.1; 270;eor
  4642;2013120707;   7;  61;   7.1; 260;eor
  4642;2013120708;   7;  61;   7.9; 270;eor
  4642;2013120709;   7;  61;   7.3; 270;eor
  4642;2013120710;   7;  61;   7.5; 270;eor
  4642;2013120711;   7;  61;   6.3; 270;eor
  4642;2013120712;   7;  61;   6.1; 260;eor
  4642;2013120713;   7;  61;   5.4; 260;eor
  4642;2013120714;   7;  61;   5.1; 260;eor
  4642;2013120715;   7;  61;   4.8; 260;eor
  4642;2013120716;   7;  61;   4.4; 260;eor
  4642;2013120717;   7;  61;   5.1; 270;eor
  4642;2013120718;   7;  61;   3.9; 290;eor
  4642;2013120719;   7;  61;   3.8; 250;eor
  4642;2013120720;   7;  61;   3.5; 250;eor
  4642;2013120721;   7;  61;   2.6; 250;eor
  4642;2013120722;   7;  61;   2.1; 250;eor
  4642;2013120723;   7;  61;   1.9; 240;eor
  4642;2013120800;   7;  61;   2.2; 230;eor
  4642;2013120801;   7;  61;   1.0; 210;eor
  4642;2013120802;   7;  61;   1.3; 190;eor
  4642;2013120803;   7;  61;   1.9; 150;eor
  4642;2013120804;   7;  61;   2.5; 160;eor
  4642;2013120805;   7;  61;   2.8; 150;eor
  4642;2013120806;   7;  61;   3.9; 160;eor
  4642;2013120807;   7;  61;   3.2; 160;eor
  4642;2013120808;   7;  61;   2.4; 170;eor
  4642;2013120809;   7;  61;   3.7; 220;eor
  4642;2013120810;   7;  61;   4.3; 240;eor
  4642;2013120811;   7;  61;   4.0; 240;eor
  4642;2013120812;   7;  61;   4.0; 230;eor
  4642;2013120813;   7;  61;   5.5; 240;eor
  4642;2013120814;   7;  61;   5.5; 240;eor
  4642;2013120815;   7;  61;   5.8; 240;eor
  4642;2013120816;   7;  61;   5.5; 240;eor
  4642;2013120817;   7;  61;   5.4; 230;eor
  4642;2013120818;   7;  61;   7.1; 240;eor
  4642;2013120819;   7;  61;   7.7; 250;eor
  4642;2013120820;   7;  61;   7.4; 250;eor
  4642;2013120821;   7;  61;   8.1; 250;eor
  4642;2013120822;   7;  61;   8.8; 260;eor
  4642;2013120823;   7;  61;   8.3; 260;eor
  4642;2013120900;   7;  61;   7.7; 260;eor
  4642;2013120901;   7;  61;   7.6; 260;eor
  4642;2013120902;   7;  61;   7.7; 260;eor
  4642;2013120903;   7;  61;   7.4; 260;eor
  4642;2013120904;   7;  61;   8.0; 260;eor
  4642;2013120905;   7;  61;   7.5; 260;eor
  4642;2013120906;   7;  61;   7.3; 260;eor
  4642;2013120907;   7;  61;   6.8; 260;eor
  4642;2013120908;   7;  61;   6.7; 260;eor
  4642;2013120909;   7;  61;   6.2; 260;eor
  4642;2013120910;   7;  61;   6.4; 270;eor
  4642;2013120911;   7;  61;   6.0; 270;eor
  4642;2013120912;   7;  61;   6.3; 270;eor
  4642;2013120913;   7;  61;   5.9; 280;eor
  4642;2013120914;   7;  61;   5.6; 280;eor
  4642;2013120915;   7;  61;   5.1; 280;eor
  4642;2013120916;   7;  61;   4.9; 280;eor
  4642;2013120917;   7;  61;   4.3; 280;eor
  4642;2013120918;   7;  61;   4.3; 270;eor
  4642;2013120919;   7;  61;   4.0; 270;eor
  4642;2013120920;   7;  61;   4.7; 270;eor
  4642;2013120921;   7;  61;   4.9; 270;eor
  4642;2013120922;   7;  61;   3.9; 270;eor
  4642;2013120923;   7;  61;   3.5; 260;eor
  4642;2013121000;   7;  61;   3.8; 270;eor
  4642;2013121001;   7;  61;   3.7; 260;eor
  4642;2013121002;   7;  61;   3.7; 260;eor
  4642;2013121003;   7;  61;   3.2; 260;eor
  4642;2013121004;   7;  61;   3.5; 250;eor
  4642;2013121005;   7;  61;   3.9; 260;eor
  4642;2013121006;   7;  61;   3.7; 250;eor
  4642;2013121007;   7;  61;   3.3; 260;eor
  4642;2013121008;   7;  61;   3.2; 270;eor
  4642;2013121009;   7;  61;   2.9; 260;eor
  4642;2013121010;   7;  61;   2.7; 260;eor
  4642;2013121011;   7;  61;   3.2; 260;eor
  4642;2013121012;   7;  61;   3.5; 270;eor
  4642;2013121013;   7;  61;   2.9; 270;eor
  4642;2013121014;   7;  61;   2.5; 270;eor
  4642;2013121015;   7;  61;   2.8; 270;eor
  4642;2013121016;   7;  61;   2.8; 240;eor
  4642;2013121017;   7;  61;   2.9; 250;eor
  4642;2013121018;   7;  61;   2.9; 250;eor
  4642;2013121019;   7;  61;   2.7; 230;eor
  4642;2013121020;   7;  61;   2.6; 240;eor
  4642;2013121021;   7;  61;   2.7; 250;eor
  4642;2013121022;   7;  61;   2.1; 250;eor
  4642;2013121023;   7;  61;   2.2; 230;eor
  4642;2013121100;   7;  61;   1.6; 240;eor
  4642;2013121101;   7;  61;   1.9; 230;eor
  4642;2013121102;   7;  61;   2.0; 250;eor
  4642;2013121103;   7;  61;   1.7; 220;eor
  4642;2013121104;   7;  61;   3.4; 240;eor
  4642;2013121105;   7;  61;   3.6; 250;eor
  4642;2013121106;   7;  61;   4.0; 260;eor
  4642;2013121107;   7;  61;   3.4; 240;eor
  4642;2013121108;   7;  61;   2.3; 240;eor
  4642;2013121109;   7;  61;   2.5; 240;eor
  4642;2013121110;   7;  61;   2.8; 240;eor
  4642;2013121111;   7;  61;   2.7; 240;eor
  4642;2013121112;   7;  61;   3.2; 260;eor
  4642;2013121113;   7;  61;   2.8; 250;eor
  4642;2013121114;   7;  61;   2.4; 240;eor
  4642;2013121115;   7;  61;   1.6; 250;eor
  4642;2013121116;   7;  61;   2.0; 260;eor
  4642;2013121117;   7;  61;   2.4; 250;eor
  4642;2013121118;   7;  61;   1.9; 250;eor
  4642;2013121119;   7;  61;   2.5; 240;eor
  4642;2013121120;   7;  61;   1.9; 240;eor
  4642;2013121121;   7;  61;   2.6; 230;eor
  4642;2013121122;   7;  61;   2.1; 250;eor
  4642;2013121123;   7;  61;   1.7; 220;eor
  4642;2013121200;   7;  61;   1.9; 230;eor
  4642;2013121201;   7;  61;   1.9; 210;eor
  4642;2013121202;   7;  61;   2.2; 210;eor
  4642;2013121203;   7;  61;   2.4; 200;eor
  4642;2013121204;   7;  61;   1.7; 190;eor
  4642;2013121205;   7;  61;   1.9; 190;eor
  4642;2013121206;   7;  61;   2.3; 170;eor
  4642;2013121207;   7;  61;   2.4; 180;eor
  4642;2013121208;   7;  61;   1.8; 190;eor
  4642;2013121209;   7;  61;   2.5; 190;eor
  4642;2013121210;   7;  61;   2.2; 190;eor
  4642;2013121211;   7;  61;   3.0; 170;eor
  4642;2013121212;   7;  61;   2.4; 170;eor
  4642;2013121213;   7;  61;   2.7; 180;eor
  4642;2013121214;   7;  61;   2.4; 180;eor
  4642;2013121215;   7;  61;   2.1; 190;eor
  4642;2013121216;   7;  61;   2.1; 210;eor
  4642;2013121217;   7;  61;   2.1; 210;eor
  4642;2013121218;   7;  61;   2.1; 190;eor
  4642;2013121219;   7;  61;   2.2; 190;eor
  4642;2013121220;   7;  61;   1.5; 200;eor
  4642;2013121221;   7;  61;   1.7; 190;eor
  4642;2013121222;   7;  61;   1.3; 210;eor
  4642;2013121223;   7;  61;   1.3; 210;eor
  4642;2013121300;   7;  61;   1.4; 170;eor
  4642;2013121301;   7;  61;   1.3; 150;eor
  4642;2013121302;   7;  61;   1.7; 160;eor
  4642;2013121303;   7;  61;   1.6; 170;eor
  4642;2013121304;   7;  61;   0.7; 200;eor
  4642;2013121305;   7;  61;   1.5; 180;eor
  4642;2013121306;   7;  61;   2.2; 210;eor
  4642;2013121307;   7;  61;   1.5; 240;eor
  4642;2013121308;   7;  61;   1.4; 220;eor
  4642;2013121309;   7;  61;   2.0; 230;eor
  4642;2013121310;   7;  61;   3.4; 230;eor
  4642;2013121311;   7;  61;   2.8; 230;eor
  4642;2013121312;   7;  61;   2.7; 240;eor
  4642;2013121313;   7;  61;   2.7; 230;eor
  4642;2013121314;   7;  61;   1.9; 230;eor
  4642;2013121315;   7;  61;   1.7; 210;eor
  4642;2013121316;   7;  61;   1.8; 180;eor
  4642;2013121317;   7;  61;   2.1; 140;eor
  4642;2013121318;   7;  61;   2.0; 160;eor
  4642;2013121319;   7;  61;   1.7; 160;eor
  4642;2013121320;   7;  61;   1.9; 160;eor
  4642;2013121321;   7;  61;   1.8; 160;eor
  4642;2013121322;   7;  61;   1.7; 140;eor
  4642;2013121323;   7;  61;   1.9; 150;eor
  4642;2013121400;   7;  61;   1.9; 140;eor
  4642;2013121401;   7;  61;   2.0; 150;eor
  4642;2013121402;   7;  61;   2.3; 160;eor
  4642;2013121403;   7;  61;   2.2; 150;eor
  4642;2013121404;   7;  61;   1.4; 150;eor
  4642;2013121405;   7;  61;   1.9; 150;eor
  4642;2013121406;   7;  61;   1.6; 160;eor
  4642;2013121407;   7;  61;   1.6; 160;eor
  4642;2013121408;   7;  61;   1.9; 150;eor
  4642;2013121409;   7;  61;   2.2; 150;eor
  4642;2013121410;   7;  61;   2.3; 150;eor
  4642;2013121411;   7;  61;   1.8; 160;eor
  4642;2013121412;   7;  61;   2.5; 220;eor
  4642;2013121413;   7;  61;   2.8; 220;eor
  4642;2013121414;   7;  61;   3.5; 230;eor
  4642;2013121415;   7;  61;   3.5; 230;eor
  4642;2013121416;   7;  61;   3.8; 250;eor
  4642;2013121417;   7;  61;   2.9; 240;eor
  4642;2013121418;   7;  61;   4.1; 240;eor
  4642;2013121419;   7;  61;   5.3; 260;eor
  4642;2013121420;   7;  61;   4.3; 260;eor
  4642;2013121421;   7;  61;   4.0; 260;eor
  4642;2013121422;   7;  61;   3.0; 240;eor
  4642;2013121423;   7;  61;   3.3; 240;eor
  4642;2013121500;   7;  61;   3.1; 220;eor
  4642;2013121501;   7;  61;   2.5; 200;eor
  4642;2013121502;   7;  61;   2.7; 190;eor
  4642;2013121503;   7;  61;   2.3; 160;eor
  4642;2013121504;   7;  61;   3.1; 160;eor
  4642;2013121505;   7;  61;   2.9; 150;eor
  4642;2013121506;   7;  61;   2.1; 170;eor
  4642;2013121507;   7;  61;   3.0; 180;eor
  4642;2013121508;   7;  61;   3.1; 170;eor
  4642;2013121509;   7;  61;   3.3; 210;eor
  4642;2013121510;   7;  61;   4.8; 220;eor
  4642;2013121511;   7;  61;   6.4; 240;eor
  4642;2013121512;   7;  61;   6.2; 240;eor
  4642;2013121513;   7;  61;   7.0; 240;eor
  4642;2013121514;   7;  61;   6.1; 240;eor
  4642;2013121515;   7;  61;   5.3; 240;eor
  4642;2013121516;   7;  61;   4.5; 250;eor
  4642;2013121517;   7;  61;   3.3; 240;eor
  4642;2013121518;   7;  61;   3.3; 240;eor
  4642;2013121519;   7;  61;   3.5; 240;eor
  4642;2013121520;   7;  61;   2.0; 200;eor
  4642;2013121521;   7;  61;   2.3; 160;eor
  4642;2013121522;   7;  61;   2.1; 170;eor
  4642;2013121523;   7;  61;   3.0; 160;eor
  4642;2013121600;   7;  61;   3.6; 160;eor
  4642;2013121601;   7;  61;   3.7; 160;eor
  4642;2013121602;   7;  61;   3.2; 160;eor
  4642;2013121603;   7;  61;   3.2; 160;eor
  4642;2013121604;   7;  61;   3.2; 150;eor
  4642;2013121605;   7;  61;   3.1; 150;eor
  4642;2013121606;   7;  61;   2.9; 150;eor
  4642;2013121607;   7;  61;   3.2; 150;eor
  4642;2013121608;   7;  61;   2.2; 150;eor
  4642;2013121609;   7;  61;   2.9; 150;eor
  4642;2013121610;   7;  61;   3.2; 150;eor
  4642;2013121611;   7;  61;   3.1; 150;eor
  4642;2013121612;   7;  61;   2.8; 180;eor
  4642;2013121613;   7;  61;   2.2; 190;eor
  4642;2013121614;   7;  61;   2.7; 200;eor
  4642;2013121615;   7;  61;   2.5; 180;eor
  4642;2013121616;   7;  61;   2.7; 150;eor
  4642;2013121617;   7;  61;   3.2; 140;eor
  4642;2013121618;   7;  61;   3.4; 150;eor
  4642;2013121619;   7;  61;   3.6; 170;eor
  4642;2013121620;   7;  61;   3.1; 180;eor
  4642;2013121621;   7;  61;   2.1; 180;eor
  4642;2013121622;   7;  61;   2.9; 180;eor
  4642;2013121623;   7;  61;   3.0; 200;eor
  4642;2013121700;   7;  61;   2.3; 180;eor
  4642;2013121701;   7;  61;   2.3; 190;eor
  4642;2013121702;   7;  61;   3.0; 210;eor
  4642;2013121703;   7;  61;   3.2; 210;eor
  4642;2013121704;   7;  61;   2.4; 160;eor
  4642;2013121705;   7;  61;   2.5; 170;eor
  4642;2013121706;   7;  61;   2.6; 180;eor
  4642;2013121707;   7;  61;   2.6; 160;eor
  4642;2013121708;   7;  61;   3.1; 180;eor
  4642;2013121709;   7;  61;   2.3; 200;eor
  4642;2013121710;   7;  61;   2.0; 190;eor
  4642;2013121711;   7;  61;   3.0; 220;eor
  4642;2013121712;   7;  61;   2.9; 230;eor
  4642;2013121713;   7;  61;   3.3; 230;eor
  4642;2013121714;   7;  61;   1.9; 240;eor
  4642;2013121715;   7;  61;   1.8; 230;eor
  4642;2013121716;   7;  61;   2.2; 250;eor
  4642;2013121717;   7;  61;   1.5; 250;eor
  4642;2013121718;   7;  61;   1.0; 260;eor
  4642;2013121719;   7;  61;   1.4; 280;eor
  4642;2013121720;   7;  61;   0.7; 180;eor
  4642;2013121721;   7;  61;   0.9;  50;eor
  4642;2013121722;   7;  61;   0.4; 100;eor
  4642;2013121723;   7;  61;   1.0; 100;eor
  4642;2013121800;   7;  61;   1.2;  90;eor
  4642;2013121801;   7;  61;   1.3; 100;eor
  4642;2013121802;   7;  61;   1.7; 130;eor
  4642;2013121803;   7;  61;   2.2; 130;eor
  4642;2013121804;   7;  61;   3.0; 140;eor
  4642;2013121805;   7;  61;   2.8; 140;eor
  4642;2013121806;   7;  61;   3.2; 140;eor
  4642;2013121807;   7;  61;   3.0; 150;eor
  4642;2013121808;   7;  61;   3.7; 160;eor
  4642;2013121809;   7;  61;   3.9; 160;eor
  4642;2013121810;   7;  61;   3.7; 150;eor
  4642;2013121811;   7;  61;   2.9; 150;eor
  4642;2013121812;   7;  61;   2.2; 150;eor
  4642;2013121813;   7;  61;   1.9; 150;eor
  4642;2013121814;   7;  61;   2.7; 150;eor
  4642;2013121815;   7;  61;   2.9; 160;eor
  4642;2013121816;   7;  61;   2.8; 160;eor
  4642;2013121817;   7;  61;   2.4; 160;eor
  4642;2013121818;   7;  61;   2.6; 160;eor
  4642;2013121819;   7;  61;   3.0; 160;eor
  4642;2013121820;   7;  61;   3.0; 160;eor
  4642;2013121821;   7;  61;   3.7; 160;eor
  4642;2013121822;   7;  61;   3.4; 160;eor
  4642;2013121823;   7;  61;   4.1; 160;eor
  4642;2013121900;   7;  61;   3.5; 160;eor
  4642;2013121901;   7;  61;   3.9; 160;eor
  4642;2013121902;   7;  61;   5.0; 160;eor
  4642;2013121903;   7;  61;   4.5; 160;eor
  4642;2013121904;   7;  61;   4.2; 160;eor
  4642;2013121905;   7;  61;   5.2; 160;eor
  4642;2013121906;   7;  61;   5.0; 160;eor
  4642;2013121907;   7;  61;   5.0; 160;eor
  4642;2013121908;   7;  61;   4.9; 170;eor
  4642;2013121909;   7;  61;   4.3; 160;eor
  4642;2013121910;   7;  61;   4.6; 160;eor
  4642;2013121911;   7;  61;   4.8; 160;eor
  4642;2013121912;   7;  61;   5.1; 170;eor
  4642;2013121913;   7;  61;   4.5; 170;eor
  4642;2013121914;   7;  61;   4.0; 170;eor
  4642;2013121915;   7;  61;   3.5; 180;eor
  4642;2013121916;   7;  61;   2.5; 200;eor
  4642;2013121917;   7;  61;   3.1; 200;eor
  4642;2013121918;   7;  61;   3.6; 220;eor
  4642;2013121919;   7;  61;   4.1; 230;eor
  4642;2013121920;   7;  61;   2.9; 230;eor
  4642;2013121921;   7;  61;   3.2; 230;eor
  4642;2013121922;   7;  61;   3.1; 240;eor
  4642;2013121923;   7;  61;   2.7; 230;eor
  4642;2013122000;   7;  61;   2.5; 210;eor
  4642;2013122001;   7;  61;   1.9; 210;eor
  4642;2013122002;   7;  61;   1.6; 220;eor
  4642;2013122003;   7;  61;   1.5; 210;eor
  4642;2013122004;   7;  61;   2.2; 180;eor
  4642;2013122005;   7;  61;   1.4; 170;eor
  4642;2013122006;   7;  61;   1.5; 150;eor
  4642;2013122007;   7;  61;   2.4; 160;eor
  4642;2013122008;   7;  61;   2.0; 150;eor
  4642;2013122009;   7;  61;   1.7; 150;eor
  4642;2013122010;   7;  61;   1.1; 180;eor
  4642;2013122011;   7;  61;   2.9; 220;eor
  4642;2013122012;   7;  61;   4.5; 240;eor
  4642;2013122013;   7;  61;   4.2; 240;eor
  4642;2013122014;   7;  61;   4.7; 250;eor
  4642;2013122015;   7;  61;   4.4; 250;eor
  4642;2013122016;   7;  61;   4.4; 260;eor
  4642;2013122017;   7;  61;   3.5; 240;eor
  4642;2013122018;   7;  61;   4.1; 230;eor
  4642;2013122019;   7;  61;   4.1; 230;eor
  4642;2013122020;   7;  61;   4.3; 230;eor
  4642;2013122021;   7;  61;   4.7; 230;eor
  4642;2013122022;   7;  61;   4.8; 230;eor
  4642;2013122023;   7;  61;   4.4; 230;eor
  4642;2013122100;   7;  61;   4.1; 220;eor
  4642;2013122101;   7;  61;   4.4; 230;eor
  4642;2013122102;   7;  61;   4.3; 220;eor
  4642;2013122103;   7;  61;   4.4; 210;eor
  4642;2013122104;   7;  61;   5.0; 210;eor
  4642;2013122105;   7;  61;   5.1; 210;eor
  4642;2013122106;   7;  61;   4.5; 200;eor
  4642;2013122107;   7;  61;   4.4; 190;eor
  4642;2013122108;   7;  61;   4.9; 200;eor
  4642;2013122109;   7;  61;   4.3; 200;eor
  4642;2013122110;   7;  61;   5.1; 200;eor
  4642;2013122111;   7;  61;   4.9; 210;eor
  4642;2013122112;   7;  61;   4.2; 200;eor
  4642;2013122113;   7;  61;   4.1; 190;eor
  4642;2013122114;   7;  61;   4.2; 210;eor
  4642;2013122115;   7;  61;   4.1; 190;eor
  4642;2013122116;   7;  61;   4.8; 190;eor
  4642;2013122117;   7;  61;   4.9; 180;eor
  4642;2013122118;   7;  61;   5.1; 190;eor
  4642;2013122119;   7;  61;   5.3; 190;eor
  4642;2013122120;   7;  61;   5.2; 180;eor
  4642;2013122121;   7;  61;   5.1; 180;eor
  4642;2013122122;   7;  61;   4.7; 180;eor
  4642;2013122123;   7;  61;   5.5; 180;eor
  4642;2013122200;   7;  61;   5.1; 180;eor
  4642;2013122201;   7;  61;   4.6; 180;eor
  4642;2013122202;   7;  61;   4.3; 190;eor
  4642;2013122203;   7;  61;   4.9; 210;eor
  4642;2013122204;   7;  61;   4.4; 220;eor
  4642;2013122205;   7;  61;   5.3; 220;eor
  4642;2013122206;   7;  61;   4.6; 220;eor
  4642;2013122207;   7;  61;   4.2; 220;eor
  4642;2013122208;   7;  61;   5.3; 210;eor
  4642;2013122209;   7;  61;   4.9; 230;eor
  4642;2013122210;   7;  61;   5.0; 230;eor
  4642;2013122211;   7;  61;   4.7; 230;eor
  4642;2013122212;   7;  61;   4.2; 220;eor
  4642;2013122213;   7;  61;   4.1; 210;eor
  4642;2013122214;   7;  61;   3.8; 200;eor
  4642;2013122215;   7;  61;   3.4; 200;eor
  4642;2013122216;   7;  61;   3.5; 200;eor
  4642;2013122217;   7;  61;   3.5; 190;eor
  4642;2013122218;   7;  61;   4.1; 200;eor
  4642;2013122219;   7;  61;   5.3; 210;eor
  4642;2013122220;   7;  61;   6.1; 230;eor
  4642;2013122221;   7;  61;   4.8; 230;eor
  4642;2013122222;   7;  61;   4.3; 220;eor
  4642;2013122223;   7;  61;   5.3; 230;eor
  4642;2013122300;   7;  61;   4.6; 230;eor
  4642;2013122301;   7;  61;   4.6; 230;eor
  4642;2013122302;   7;  61;   3.9; 230;eor
  4642;2013122303;   7;  61;   4.6; 230;eor
  4642;2013122304;   7;  61;   5.4; 240;eor
  4642;2013122305;   7;  61;   3.6; 220;eor
  4642;2013122306;   7;  61;   5.1; 240;eor
  4642;2013122307;   7;  61;   5.3; 240;eor
  4642;2013122308;   7;  61;   3.6; 230;eor
  4642;2013122309;   7;  61;   3.8; 230;eor
  4642;2013122310;   7;  61;   4.3; 230;eor
  4642;2013122311;   7;  61;   4.5; 230;eor
  4642;2013122312;   7;  61;   4.7; 230;eor
  4642;2013122313;   7;  61;   3.7; 210;eor
  4642;2013122314;   7;  61;   3.5; 200;eor
  4642;2013122315;   7;  61;   3.3; 180;eor
  4642;2013122316;   7;  61;   4.2; 170;eor
  4642;2013122317;   7;  61;   4.6; 170;eor
  4642;2013122318;   7;  61;   4.8; 170;eor
  4642;2013122319;   7;  61;   4.7; 160;eor
  4642;2013122320;   7;  61;   5.6; 170;eor
  4642;2013122321;   7;  61;   5.2; 170;eor
  4642;2013122322;   7;  61;   5.6; 170;eor
  4642;2013122323;   7;  61;   6.1; 170;eor
  4642;2013122400;   7;  61;   6.1; 160;eor
  4642;2013122401;   7;  61;   6.2; 170;eor
  4642;2013122402;   7;  61;   7.0; 170;eor
  4642;2013122403;   7;  61;   6.4; 180;eor
  4642;2013122404;   7;  61;   6.9; 180;eor
  4642;2013122405;   7;  61;   7.5; 180;eor
  4642;2013122406;   7;  61;   7.0; 180;eor
  4642;2013122407;   7;  61;   7.9; 180;eor
  4642;2013122408;   7;  61;   7.8; 190;eor
  4642;2013122409;   7;  61;   7.7; 180;eor
  4642;2013122410;   7;  61;   7.1; 180;eor
  4642;2013122411;   7;  61;   6.2; 170;eor
  4642;2013122412;   7;  61;   6.8; 170;eor
  4642;2013122413;   7;  61;   6.5; 170;eor
  4642;2013122414;   7;  61;   6.0; 170;eor
  4642;2013122415;   7;  61;   6.8; 170;eor
  4642;2013122416;   7;  61;   6.2; 170;eor
  4642;2013122417;   7;  61;   6.2; 170;eor
  4642;2013122418;   7;  61;   6.7; 170;eor
  4642;2013122419;   7;  61;   6.8; 170;eor
  4642;2013122420;   7;  61;   6.1; 170;eor
  4642;2013122421;   7;  61;   6.4; 170;eor
  4642;2013122422;   7;  61;   6.2; 170;eor
  4642;2013122423;   7;  61;   6.3; 170;eor
  4642;2013122500;   7;  61;   5.3; 170;eor
  4642;2013122501;   7;  61;   5.9; 170;eor
  4642;2013122502;   7;  61;   6.1; 170;eor
  4642;2013122503;   7;  61;   6.0; 170;eor
  4642;2013122504;   7;  61;   6.1; 160;eor
  4642;2013122505;   7;  61;   6.6; 160;eor
  4642;2013122506;   7;  61;   6.0; 160;eor
  4642;2013122507;   7;  61;   5.4; 170;eor
  4642;2013122508;   7;  61;   5.9; 170;eor
  4642;2013122509;   7;  61;   5.7; 190;eor
  4642;2013122510;   7;  61;   5.7; 220;eor
  4642;2013122511;   7;  61;   3.1; 190;eor
  4642;2013122512;   7;  61;   2.2; 180;eor
  4642;2013122513;   7;  61;   1.8; 180;eor
  4642;2013122514;   7;  61;   1.7; 160;eor
  4642;2013122515;   7;  61;   2.4; 160;eor
  4642;2013122516;   7;  61;   2.7; 160;eor
  4642;2013122517;   7;  61;   2.8; 170;eor
  4642;2013122518;   7;  61;   2.5; 170;eor
  4642;2013122519;   7;  61;   1.9; 150;eor
  4642;2013122520;   7;  61;   0.8; 170;eor
  4642;2013122521;   7;  61;   0.7; 160;eor
  4642;2013122522;   7;  61;   1.4; 210;eor
  4642;2013122523;   7;  61;   1.2; 160;eor
  4642;2013122600;   7;  61;   1.5; 160;eor
  4642;2013122601;   7;  61;   0.7; 120;eor
  4642;2013122602;   7;  61;   0.7;  80;eor
  4642;2013122603;   7;  61;   1.5; 130;eor
  4642;2013122604;   7;  61;   1.1; 130;eor
  4642;2013122605;   7;  61;   0.9;  70;eor
  4642;2013122606;   7;  61;   1.0;  10;eor
  4642;2013122607;   7;  61;   0.9;  40;eor
  4642;2013122608;   7;  61;   1.1; 360;eor
  4642;2013122609;   7;  61;   1.6; 360;eor
  4642;2013122610;   7;  61;   1.7;  30;eor
  4642;2013122611;   7;  61;   2.2;  30;eor
  4642;2013122612;   7;  61;   2.7; 350;eor
  4642;2013122613;   7;  61;   2.4;  20;eor
  4642;2013122614;   7;  61;   2.8;  50;eor
  4642;2013122615;   7;  61;   2.2;  20;eor
  4642;2013122616;   7;  61;   1.8;  10;eor
  4642;2013122617;   7;  61;   1.6; 350;eor
  4642;2013122618;   7;  61;   1.2; 330;eor
  4642;2013122619;   7;  61;   0.8; 300;eor
  4642;2013122620;   7;  61;   1.6; 260;eor
  4642;2013122621;   7;  61;   1.9; 250;eor
  4642;2013122622;   7;  61;   2.6; 250;eor
  4642;2013122623;   7;  61;   3.6; 250;eor
  4642;2013122700;   7;  61;   5.1; 260;eor
  4642;2013122701;   7;  61;   4.5; 260;eor
  4642;2013122702;   7;  61;   3.6; 250;eor
  4642;2013122703;   7;  61;   4.0; 240;eor
  4642;2013122704;   7;  61;   3.3; 230;eor
  4642;2013122705;   7;  61;   2.4; 210;eor
  4642;2013122706;   7;  61;   2.5; 200;eor
  4642;2013122707;   7;  61;   2.6; 170;eor
  4642;2013122708;   7;  61;   3.0; 180;eor
  4642;2013122709;   7;  61;   3.5; 160;eor
  4642;2013122710;   7;  61;   4.7; 170;eor
  4642;2013122711;   7;  61;   7.0; 170;eor
  4642;2013122712;   7;  61;   6.6; 180;eor
  4642;2013122713;   7;  61;   6.2; 180;eor
  4642;2013122714;   7;  61;   6.6; 170;eor
  4642;2013122715;   7;  61;   6.1; 170;eor
  4642;2013122716;   7;  61;   6.1; 170;eor
  4642;2013122717;   7;  61;   6.2; 170;eor
  4642;2013122718;   7;  61;   5.2; 170;eor
  4642;2013122719;   7;  61;   4.9; 170;eor
  4642;2013122720;   7;  61;   4.9; 170;eor
  4642;2013122721;   7;  61;   4.9; 170;eor
  4642;2013122722;   7;  61;   5.4; 170;eor
  4642;2013122723;   7;  61;   5.1; 180;eor
  4642;2013122800;   7;  61;   4.2; 160;eor
  4642;2013122801;   7;  61;   4.3; 160;eor
  4642;2013122802;   7;  61;   5.0; 160;eor
  4642;2013122803;   7;  61;   5.6; 170;eor
  4642;2013122804;   7;  61;   5.7; 170;eor
  4642;2013122805;   7;  61;   5.4; 170;eor
  4642;2013122806;   7;  61;   5.6; 170;eor
