"TOA5","CR800_50","CR800","1074","CR800.Std.07","CPU:OWL_50.CR8","55452","Fluxes"
"TIMESTAMP","RECORD","u_Avg","v_Avg","w_Avg","t_Avg","u_Cov(1)","u_Cov(2)","u_Cov(3)","u_Cov(4)","u_Cov(5)","u_Cov(6)","u_Cov(7)","u_Cov(8)","u_Cov(9)","u_Cov(10)","Samples_Sonic","disable_flag"
"2014-11-11 17:52:00",45,-0.234,0.012,0.081,7.111,0.081,0.022,-0.001,-0.002,0.019,0.001,0.004,0.005,-0.001,0.013,300,-1
"2014-11-11 17:53:00",46,0.229,-0.476,0.098,6.969,0.139,0.002,-0.004,-0.021,0.049,0.01,0.024,0.013,0.01,0.035,300,-1
"2014-11-11 17:54:00",47,-0.121,-0.344,0.043,7.085,0.007,-0.004,0.001,-0.002,0.027,0,0.002,0.001,0,0.004,300,-1
"2014-11-11 17:55:00",48,-0.159,-0.124,0.016,7.123,0.013,0.004,0,-0.003,0.003,0,-0.002,0.002,0.001,0.005,301,0
"2014-11-11 17:56:00",49,-0.331,-0.336,0.066,7.198,0.016,-0.002,-0.002,-0.002,0.015,0.004,0.001,0.004,-0.001,0.004,300,0
"2014-11-11 17:57:00",50,-0.176,-0.28,0.058,7.275,0.046,0.003,0.002,0.003,0.023,-0.003,0.002,0.004,-0.002,0.006,300,0
"2014-11-11 17:58:00",51,-0.291,-0.302,0.052,7.293,0.03,0.009,0,-0.005,0.011,-0.001,0,0.004,0.003,0.006,300,0
"2014-11-11 17:59:00",52,-0.21,-0.362,0.013,7.308,0.062,-0.029,0.002,-0.007,0.06,-0.008,0.006,0.003,-0.001,0.005,300,-1
"2014-11-11 18:00:00",53,-0.252,-0.314,0.028,7.296,0.056,-0.003,-0.003,-0.005,0.024,-0.001,0.005,0.002,0,0.006,300,-1
"2014-11-11 18:01:00",54,-0.03,-0.415,0.077,7.252,0.013,0,0,0.002,0.003,0,0,0.003,0,0.004,300,-1
"2014-11-11 18:02:00",55,-0.26,-0.342,0.051,7.205,0.02,0.011,-0.002,-0.003,0.02,-0.002,0.002,0.002,0.001,0.005,300,-1
"2014-11-11 18:03:00",56,-0.384,-0.276,0.022,7.359,0.03,0.008,-0.001,0.002,0.008,-0.001,0.002,0.003,0,0.004,300,-1
"2014-11-11 18:04:00",57,-0.332,-0.175,0.092,7.275,0.008,-0.006,0,-0.003,0.024,-0.002,0.018,0.003,-0.004,0.026,301,0
"2014-11-11 18:05:00",58,-0.229,-0.231,0.078,7.243,0.011,0.011,-0.001,0.003,0.015,-0.001,0.003,0.001,0,0.006,300,0
"2014-11-11 18:06:00",59,-0.004,-0.408,0.075,7.247,0.03,-0.014,0.001,0.001,0.01,-0.002,-0.001,0.002,0,0.004,300,0
"2014-11-11 18:07:00",60,-0.1,-0.338,0.064,7.212,0.028,-0.004,0.001,-0.004,0.026,-0.007,0.003,0.003,0,0.004,300,0
"2014-11-11 18:08:00",61,-0.144,-0.495,0.036,7.156,0.022,-0.009,0.002,0,0.027,0,0.004,0.002,0,0.004,300,0
"2014-11-11 18:09:00",62,-0.226,-0.273,0.004,7.197,0.012,0.004,-0.003,-0.003,0.005,-0.002,-0.002,0.002,0.002,0.006,300,-1
"2014-11-11 18:10:00",63,-0.13,-0.336,0.026,7.19,0.002,-0.002,0,-0.001,0.012,-0.001,0,0.001,0,0.003,300,-1
"2014-11-11 18:11:00",64,-0.119,-0.239,0,7.154,0.009,-0.005,-0.001,-0.002,0.01,0,0,0.001,0.001,0.004,300,-1
"2014-11-11 18:12:00",65,-0.03,-0.498,0.046,7.173,0.003,0.001,0,0,0.002,0,0,0.001,0,0.003,300,-1
"2014-11-11 18:13:00",66,-0.265,-0.363,0.015,7.163,0.016,-0.007,0,0,0.018,-0.002,-0.001,0.002,0.001,0.004,301,0
"2014-11-11 18:14:00",67,-0.323,-0.292,0.03,7.259,0.009,0.002,0,-0.003,0.003,0,-0.002,0.001,0,0.006,300,0
"2014-11-11 18:15:00",68,-0.285,-0.24,0.024,7.265,0.015,0.003,-0.001,-0.004,0.002,0,-0.001,0.001,0,0.004,300,0
"2014-11-11 18:16:00",69,-0.13,-0.347,0.057,7.224,0.015,-0.005,0.001,0,0.004,-0.001,0,0.001,0,0.004,300,0
"2014-11-11 18:17:00",70,-0.354,-0.319,0.03,7.195,0.018,0.001,-0.001,-0.003,0.005,0,0,0.001,0,0.004,300,0
"2014-11-11 18:18:00",71,-0.127,-0.313,0.053,7.144,0.005,0.001,0,0,0.005,-0.001,0,0.001,0.001,0.004,300,0
"2014-11-11 18:19:00",72,-0.316,-0.237,0.041,7.04,0.024,0.003,-0.001,-0.001,0.005,0,-0.002,0.002,0.001,0.007,300,-1
"2014-11-11 18:20:00",73,-0.344,-0.26,0.052,7.012,0.01,0.001,-0.002,-0.002,0.002,-0.001,-0.001,0.002,0.001,0.004,300,-1
"2014-11-11 18:21:00",74,-0.218,-0.312,0.104,6.99,0.029,0.002,-0.004,0.009,0.005,-0.001,-0.001,0.003,-0.001,0.007,300,-1
"2014-11-11 18:22:00",75,-0.235,-0.433,0.092,7.008,0.055,0.006,0,0,0.005,0,-0.006,0.001,0,0.027,300,-1
"2014-11-11 18:23:00",76,-0.219,-0.275,0.082,6.586,0.019,0.002,-0.002,-0.027,0.003,0.001,-0.014,0.002,-0.006,0.154,300,-1
"2014-11-11 18:24:00",77,-0.197,-0.363,0.109,6.798,0.007,-0.001,0,-0.01,0.016,-0.003,0,0.002,0.001,0.035,300,-1
"2014-11-11 18:25:00",78,-0.297,-0.295,0.087,6.988,0.01,0.003,0,0,0.003,0,0.001,0.002,0,0.003,300,-1
"2014-11-11 18:26:00",79,-0.249,-0.331,0.063,7.022,0.009,-0.001,-0.003,-0.004,0.002,0.001,0.001,0.002,0.001,0.006,300,-1
"2014-11-11 18:27:00",80,-0.142,-0.351,0.07,7.034,0.005,-0.001,0,0.001,0.002,0,-0.001,0.001,0,0.004,300,-1
"2014-11-11 18:28:00",81,-0.178,-0.276,0.075,6.816,0.004,-0.004,0.001,0.004,0.013,-0.005,-0.014,0.003,0.007,0.027,301,0
"2014-11-11 18:29:00",82,-0.071,-0.473,0.093,6.752,0.005,-0.001,0,0.001,0.023,-0.008,-0.017,0.005,0.006,0.036,300,0
"2014-11-11 18:30:00",83,-0.225,-0.361,0.13,6.938,0.02,-0.007,0,-0.001,0.01,0,-0.003,0.002,0,0.006,300,0
"2014-11-11 18:31:00",84,-0.005,-0.472,0.11,6.849,0.02,-0.006,-0.003,0.003,0.008,0.002,-0.003,0.002,-0.001,0.005,300,0
"2014-11-11 18:32:00",85,-0.116,-0.366,0.054,6.815,0.012,0.003,-0.001,-0.002,0.006,-0.001,-0.001,0.001,0,0.006,300,0
"2014-11-11 18:33:00",86,-0.18,-0.418,0.035,6.777,0.006,-0.003,0,0,0.006,0,-0.003,0.001,-0.001,0.008,300,0
"2014-11-11 18:34:00",87,-0.136,-0.373,0.019,6.916,0.003,-0.001,0,0,0.007,-0.002,0,0.001,0,0.004,300,-1
"2014-11-11 18:35:00",88,-0.15,-0.32,0.013,6.875,0.003,-0.005,0,-0.001,0.02,-0.001,0.005,0.001,0,0.005,300,-1
"2014-11-11 18:36:00",89,-0.109,-0.276,0.024,6.893,0.003,-0.002,-0.001,0,0.002,0,0,0,0,0.004,300,-1
"2014-11-11 18:37:00",90,-0.108,-0.377,0.037,6.979,0.002,-0.001,0,-0.001,0.006,-0.001,-0.002,0.001,0,0.008,300,-1
"2014-11-11 18:38:00",91,-0.143,-0.393,0.015,6.92,0.001,-0.001,0,0,0.003,0,0,0,0,0.003,300,-1
"2014-11-11 18:39:00",92,-0.155,-0.349,0.023,6.913,0.002,-0.002,0,0,0.02,-0.001,-0.002,0,0,0.003,300,-1
"2014-11-11 18:40:00",93,-0.323,-0.26,0.018,6.848,0.018,0.009,0,0,0.008,0.001,0.001,0.001,0,0.004,301,0
"2014-11-11 18:41:00",94,-0.253,-0.166,0.03,6.806,0.008,0.001,-0.001,0.001,0.004,0,0.001,0.001,0,0.004,300,0
"2014-11-11 18:42:00",95,-0.188,-0.394,0.066,6.684,0.01,-0.01,-0.001,0,0.022,0.003,-0.008,0.001,-0.001,0.009,300,0
"2014-11-11 18:43:00",96,-0.308,-0.265,0.066,6.758,0.019,-0.015,-0.003,0.009,0.028,0.004,-0.01,0.002,-0.003,0.011,300,0
"2014-11-11 18:44:00",97,-0.361,-0.325,0.089,6.74,0.005,0.003,-0.001,0.003,0.004,0,0.002,0.001,-0.002,0.013,300,0
"2014-11-11 18:45:00",98,-0.234,-0.22,0.076,6.564,0.01,0,-0.002,0.004,0.001,0,0.002,0.001,-0.003,0.024,300,0
"2014-11-11 18:46:00",99,-0.27,-0.258,0.083,6.217,0.014,0.001,-0.003,-0.011,0.003,0,-0.003,0.002,0.005,0.026,300,0
"2014-11-11 18:47:00",100,-0.2,-0.228,0.079,6.311,0.004,0.003,0,0.001,0.006,0,0.002,0.001,0,0.005,300,-1
"2014-11-11 18:48:00",101,-0.137,-0.303,0.093,6.33,0.004,0,0.001,-0.001,0.003,-0.001,-0.004,0.002,0.003,0.02,300,-1
"2014-11-11 18:49:00",102,-0.112,-0.474,0.06,6.679,0.009,-0.003,0,0.005,0.014,0,-0.012,0.001,-0.003,0.023,300,-1
"2014-11-11 18:50:00",103,-0.17,-0.279,0.051,6.753,0.002,0.002,0.001,0,0.007,0,-0.001,0.001,0,0.004,300,-1
"2014-11-11 18:51:00",104,-0.192,-0.291,-0.02,6.232,0.005,0.001,0.004,0.002,0.003,0.002,-0.008,0.007,-0.001,0.084,300,-1
"2014-11-11 18:52:00",105,-0.255,-0.298,0.052,6.395,0.012,-0.002,-0.002,-0.011,0.003,0.002,0.003,0.003,0.006,0.075,301,0
"2014-11-11 18:53:00",106,-0.173,-0.088,0.06,6.115,0.011,0.006,-0.001,-0.001,0.015,-0.001,-0.015,0.002,0.007,0.065,300,0
"2014-11-11 18:54:00",107,-0.218,-0.029,0.084,5.992,0.004,0,0,0,0.009,-0.003,-0.004,0.003,0.002,0.013,300,0
"2014-11-11 18:55:00",108,-0.088,0.044,0.035,5.882,0.004,0.002,0.001,0.003,0.004,0.002,0.004,0.002,0.002,0.007,300,0
"2014-11-11 18:56:00",109,-0.042,-0.011,-0.032,5.982,0.009,-0.001,0,-0.002,0.009,-0.002,0,0.003,0.001,0.004,300,0
"2014-11-11 18:57:00",110,-0.151,-0.211,0.039,6.222,0.025,0.005,-0.005,-0.042,0.004,-0.002,-0.01,0.002,0.01,0.094,300,-1
"2014-11-11 18:58:00",111,-0.24,-0.267,0.083,6.617,0.005,0.003,-0.001,-0.006,0.003,-0.001,-0.005,0.001,0,0.034,300,-1
"2014-11-11 18:59:00",112,-0.209,-0.279,0.057,6.398,0.008,0.002,-0.001,0,0.003,0,-0.003,0.001,0.002,0.04,300,-1
"2014-11-11 19:00:00",113,-0.099,-0.321,0.081,6.024,0.013,-0.001,0.001,0.006,0.01,-0.003,-0.017,0.002,0.005,0.051,300,-1
"2014-11-11 19:01:00",114,0.042,-0.158,0.068,5.769,0.006,0.004,-0.002,-0.006,0.034,-0.009,-0.028,0.005,0.006,0.034,301,0
"2014-11-11 19:02:00",115,-0.271,-0.144,0.097,6.02,0.02,0.013,-0.006,-0.025,0.016,-0.004,-0.021,0.003,0.007,0.05,300,0
"2014-11-11 19:03:00",116,-0.267,-0.305,0.13,6.267,0.019,-0.002,-0.005,-0.004,0.011,0,0.006,0.003,-0.002,0.019,300,0
"2014-11-11 19:04:00",117,-0.104,-0.2,0.081,6.252,0.059,0.004,-0.01,-0.037,0.004,-0.001,-0.005,0.003,0.006,0.036,300,0
"2014-11-11 19:05:00",118,-0.065,-0.329,0.06,6.079,0.011,0.001,-0.003,-0.002,0.004,-0.001,0,0.003,0.001,0.008,300,-1
"2014-11-11 19:06:00",119,-0.237,-0.358,0.06,6.575,0.05,0.004,0.001,-0.014,0.012,-0.003,0.004,0.005,-0.008,0.035,300,-1
"2014-11-11 19:07:00",120,-0.414,-0.064,0.056,6.228,0.019,-0.002,-0.006,0.006,0.019,-0.003,-0.06,0.009,0.011,0.397,300,-1
"2014-11-11 19:08:00",121,-0.26,-0.163,0.094,6.259,0.028,0.018,-0.004,-0.011,0.034,-0.003,-0.07,0.003,0.003,0.244,300,-1
"2014-11-11 19:09:00",122,-0.188,-0.387,0.06,6.742,0.012,0.003,-0.003,0.012,0.006,-0.001,0.003,0.003,-0.01,0.052,300,-1
"2014-11-11 19:10:00",123,-0.377,-0.298,0.067,7.078,0.02,-0.002,0.001,-0.004,0.006,-0.001,-0.001,0.001,-0.001,0.013,301,0
"2014-11-11 19:11:00",124,-0.233,-0.274,0.074,7.094,0.015,-0.001,-0.003,0.008,0.011,0.001,-0.007,0.001,-0.003,0.027,300,0
"2014-11-11 19:12:00",125,0.105,0.088,0.074,6.583,0.099,-0.007,-0.014,0.035,0.072,-0.013,-0.033,0.019,-0.005,0.152,300,0
"2014-11-11 19:13:00",126,-0.065,-0.169,0.064,6.773,0.007,-0.004,0.002,0,0.01,-0.003,-0.006,0.006,0.001,0.026,300,0
"2014-11-11 19:14:00",127,-0.308,-0.187,0.098,6.633,0.027,-0.018,-0.001,0.016,0.029,0.001,-0.022,0.004,0.004,0.034,300,0
"2014-11-11 19:15:00",128,-0.289,-0.404,0.086,6.901,0.037,-0.001,0,0.011,0.007,-0.002,-0.007,0.002,0.005,0.072,300,0
"2014-11-11 19:16:00",129,-0.325,-0.348,0.014,6.959,0.028,0.009,-0.009,-0.01,0.019,0,0.004,0.009,0.01,0.029,300,-1
"2014-11-11 19:17:00",130,-0.272,-0.342,0.005,7.145,0.02,-0.001,-0.001,0.011,0.007,-0.001,0.005,0.002,-0.001,0.02,300,-1
"2014-11-11 19:18:00",131,-0.394,-0.244,0.076,6.917,0.037,0.003,0.009,-0.035,0.026,0.001,0.035,0.008,-0.016,0.128,300,-1
"2014-11-11 19:19:00",132,-0.034,-0.27,0.004,6.09,0.012,0.001,-0.001,-0.002,0.017,0.004,-0.022,0.004,-0.005,0.052,301,0
"2014-11-11 19:20:00",133,-0.147,-0.549,0.047,6.793,0.016,-0.009,-0.002,-0.005,0.022,-0.001,0.014,0.002,0.005,0.182,300,0
"2014-11-11 19:21:00",134,-0.042,-0.462,0.049,7.021,0.044,-0.01,0.001,-0.016,0.031,-0.002,0.026,0.002,-0.002,0.031,300,0
"2014-11-11 19:22:00",135,-0.202,-0.346,0.038,7.177,0.039,-0.019,0.005,0.002,0.014,-0.004,-0.001,0.003,0.002,0.02,300,0
"2014-11-11 19:23:00",136,-0.003,-0.512,0.08,7.162,0.018,0.01,0.002,-0.003,0.015,-0.001,-0.005,0.002,-0.001,0.01,300,0
"2014-11-11 19:24:00",137,-0.232,-0.426,0.047,7.41,0.013,-0.01,-0.001,-0.006,0.038,0,0.006,0.002,0.001,0.007,300,-1
"2014-11-11 19:25:00",138,-0.089,-0.359,0.017,7.265,0.036,-0.005,-0.004,-0.006,0.031,-0.006,0.001,0.003,0.001,0.009,300,-1
"2014-11-11 19:26:00",139,-0.129,-0.393,0.022,7.345,0.071,-0.027,-0.003,-0.028,0.019,0.003,0.014,0.003,0.004,0.023,300,-1
"2014-11-11 19:27:00",140,-0.379,-0.26,0.056,7.589,0.057,0.002,-0.003,-0.004,0.018,-0.001,0.003,0.004,0.001,0.01,300,-1
"2014-11-11 19:28:00",141,0.062,-0.399,0.054,7.463,0.029,0.01,-0.001,0.001,0.009,0,0.005,0.002,0.001,0.016,301,0
"2014-11-11 19:29:00",142,-0.099,-0.45,0.087,7.516,0.006,0,0,0.005,0.008,-0.003,0.002,0.002,0,0.014,300,0
"2014-11-11 19:30:00",143,-0.088,-0.494,0.06,7.558,0.004,0.006,0,-0.003,0.023,0,-0.009,0.001,0.001,0.014,300,0
"2014-11-11 19:31:00",144,-0.167,-0.371,0.091,7.484,0.102,-0.003,0.01,0.009,0.007,-0.002,-0.004,0.007,-0.006,0.032,300,0
"2014-11-11 19:32:00",145,-0.221,-0.325,0.051,7.535,0.004,0.002,0,-0.001,0.016,-0.001,0.001,0.001,-0.001,0.006,300,0
"2014-11-11 19:33:00",146,0.044,-0.558,0.016,7.489,0.005,-0.002,0,0,0.009,0,0.002,0.001,-0.001,0.005,300,-1
"2014-11-11 19:34:00",147,-0.076,-0.392,0.012,7.398,0.02,-0.003,0.002,0.001,0.019,-0.003,0.003,0.002,-0.001,0.005,300,-1
"2014-11-11 19:35:00",148,0.021,-0.515,0.03,7.406,0.01,-0.003,0.001,0.001,0.006,0,-0.001,0.001,0,0.005,300,-1
"2014-11-11 19:36:00",149,0.039,-0.407,-0.006,7.425,0.005,-0.006,0,-0.003,0.016,0,0.003,0.001,0,0.006,300,-1
"2014-11-11 19:37:00",150,-0.105,-0.189,0.015,7.475,0.002,0.002,0,0.001,0.009,0.002,0.003,0.001,0.001,0.004,301,0
"2014-11-11 19:38:00",151,-0.049,-0.486,0.022,7.458,0.007,-0.012,0,0,0.033,-0.001,-0.001,0.001,0,0.004,300,0
"2014-11-11 19:39:00",152,-0.121,-0.267,0.001,7.418,0.016,-0.014,0,-0.004,0.026,0,0.008,0.001,-0.001,0.01,300,0
"2014-11-11 19:40:00",153,-0.249,-0.296,0.034,7.477,0.01,-0.003,-0.001,-0.008,0.006,0,0.001,0.002,0.002,0.012,300,-1
"2014-11-11 19:41:00",154,-0.234,-0.384,0.038,7.542,0.019,-0.004,-0.001,-0.006,0.01,0,0.005,0.001,0,0.01,300,-1
"2014-11-11 19:42:00",155,-0.227,-0.203,0.01,7.608,0.012,0.003,0,-0.003,0.005,-0.001,0,0.002,0,0.004,300,-1
"2014-11-11 19:43:00",156,-0.438,-0.306,0.097,7.631,0.004,-0.001,-0.001,0,0.003,0,-0.002,0.001,0.001,0.009,300,-1
"2014-11-11 19:44:00",157,-0.296,-0.366,0.092,7.65,0.03,0.012,0,-0.01,0.007,0,-0.003,0.001,-0.001,0.014,300,-1
"2014-11-11 19:45:00",158,-0.129,-0.35,0.094,7.619,0.012,-0.003,-0.001,0.017,0.018,-0.001,-0.006,0.003,-0.006,0.111,300,-1
"2014-11-11 19:46:00",159,-0.275,-0.499,0.077,7.683,0.025,-0.013,-0.003,-0.002,0.029,0.005,-0.005,0.003,-0.001,0.008,300,-1
"2014-11-11 19:47:00",160,-0.413,-0.361,0.026,7.729,0.035,0.002,0.003,0.009,0.008,-0.001,-0.006,0.003,0.002,0.015,301,0
"2014-11-11 19:48:00",161,-0.256,-0.233,0.026,7.767,0.006,0.003,0.001,-0.002,0.003,0.001,-0.002,0.001,0,0.005,300,0
"2014-11-11 19:49:00",162,-0.05,-0.435,0.025,7.786,0.028,-0.017,-0.005,0.001,0.016,0.003,0,0.003,0,0.008,300,0
"2014-11-11 19:50:00",163,-0.407,-0.263,0.023,7.778,0.013,0.004,0.001,0.001,0.009,0.001,0.001,0.002,0,0.004,300,0
"2014-11-11 19:51:00",164,-0.24,-0.265,0.075,7.766,0.008,-0.001,0,-0.001,0.011,0,0.003,0.001,-0.001,0.007,300,-1
"2014-11-11 19:52:00",165,-0.156,-0.365,0.033,7.73,0.01,-0.004,0,0,0.006,0.001,0.001,0.002,-0.001,0.006,300,-1
"2014-11-11 19:53:00",166,-0.155,-0.305,0.025,7.674,0.025,0.002,0.005,-0.002,0.005,-0.001,0.001,0.004,-0.003,0.011,300,-1
"2014-11-11 19:54:00",167,-0.135,-0.315,-0.003,7.726,0.007,-0.002,0.001,0.001,0.01,-0.002,-0.002,0.001,0,0.004,300,-1
"2014-11-11 19:55:00",168,-0.25,-0.43,0.062,7.781,0.023,-0.017,0.002,0.002,0.028,-0.002,-0.006,0.002,0,0.006,301,0
"2014-11-11 19:56:00",169,-0.097,-0.287,0.029,7.775,0.01,0.001,0.001,0.002,0.015,-0.002,0.002,0.002,-0.001,0.006,300,0
"2014-11-11 19:57:00",170,-0.115,0.186,0.081,7.782,0.018,0.023,0.007,0.003,0.154,0.007,-0.004,0.013,-0.004,0.022,300,0
