"TOA5","CR800_40","CR800","1075","CR800.Std.07","CPU:OWL_40.CR8","5565","Control"
"TIMESTAMP","RECORD","Bat12V","CaseT"
"2014-11-11 17:30:00",71,12.84,8.37
"2014-11-11 17:31:00",72,12.84,8.37
"2014-11-11 17:32:00",73,12.84,8.35
"2014-11-11 17:33:00",74,12.84,8.35
"2014-11-11 17:34:00",75,12.84,8.35
"2014-11-11 17:35:00",76,12.84,8.35
"2014-11-11 17:36:00",77,12.84,8.33
"2014-11-11 17:37:00",78,12.84,8.33
"2014-11-11 17:38:00",79,12.84,8.3
"2014-11-11 17:39:00",80,12.84,8.3
"2014-11-11 17:40:00",81,12.84,8.3
"2014-11-11 17:41:00",82,12.84,8.3
"2014-11-11 17:42:00",83,12.84,8.3
"2014-11-11 17:43:00",84,12.84,8.28
"2014-11-11 17:44:00",85,12.84,8.28
"2014-11-11 17:45:00",86,12.85,8.26
"2014-11-11 17:46:00",87,12.85,8.26
"2014-11-11 17:47:00",88,12.85,8.26
"2014-11-11 17:48:00",89,12.85,8.26
"2014-11-11 17:49:00",90,12.85,8.23
"2014-11-11 17:50:00",91,12.85,8.23
"2014-11-11 17:51:00",92,12.85,8.23
"2014-11-11 17:52:00",93,12.85,8.21
"2014-11-11 17:53:00",94,12.85,8.21
"2014-11-11 17:54:00",95,12.85,8.21
"2014-11-11 17:55:00",96,12.84,8.21
"2014-11-11 17:56:00",97,12.85,8.21
"2014-11-11 17:57:00",98,12.85,8.19
"2014-11-11 17:58:00",99,12.85,8.19
"2014-11-11 17:59:00",100,12.85,8.19
"2014-11-11 18:00:00",101,12.85,8.19
"2014-11-11 18:01:00",102,12.85,8.17
"2014-11-11 18:02:00",103,12.85,8.17
"2014-11-11 18:03:00",104,12.85,8.17
"2014-11-11 18:04:00",105,12.85,8.17
"2014-11-11 18:05:00",106,12.84,8.17
"2014-11-11 18:06:00",107,12.85,8.17
"2014-11-11 18:07:00",108,12.85,8.15
"2014-11-11 18:08:00",109,12.85,8.15
"2014-11-11 18:09:00",110,12.85,8.15
"2014-11-11 18:10:00",111,12.84,8.15
"2014-11-11 18:11:00",112,12.85,8.13
"2014-11-11 18:12:00",113,12.85,8.13
"2014-11-11 18:13:00",114,12.85,8.13
"2014-11-11 18:14:00",115,12.85,8.13
"2014-11-11 18:15:00",116,12.85,8.13
"2014-11-11 18:16:00",117,12.85,8.1
"2014-11-11 18:17:00",118,12.85,8.1
"2014-11-11 18:18:00",119,12.85,8.1
"2014-11-11 18:19:00",120,12.85,8.08
"2014-11-11 18:20:00",121,12.85,8.08
"2014-11-11 18:21:00",122,12.85,8.08
"2014-11-11 18:22:00",123,12.85,8.06
"2014-11-11 18:23:00",124,12.85,8.06
"2014-11-11 18:24:00",125,12.85,8.06
"2014-11-11 18:25:00",126,12.84,8.06
"2014-11-11 18:26:00",127,12.85,8.04
"2014-11-11 18:27:00",128,12.82,8.04
"2014-11-11 18:28:00",129,12.85,8.04
"2014-11-11 18:29:00",130,12.85,8.04
"2014-11-11 18:30:00",131,12.85,8.04
"2014-11-11 18:31:00",132,12.85,8.02
"2014-11-11 18:32:00",133,12.85,8.02
"2014-11-11 18:33:00",134,12.85,8.02
"2014-11-11 18:34:00",135,12.85,8.02
"2014-11-11 18:35:00",136,12.85,7.993
"2014-11-11 18:36:00",137,12.84,7.993
"2014-11-11 18:37:00",138,12.84,7.993
"2014-11-11 18:38:00",139,12.82,7.993
"2014-11-11 18:39:00",140,12.84,7.993
"2014-11-11 18:40:00",141,12.84,7.993
"2014-11-11 18:41:00",142,12.84,7.97
"2014-11-11 18:42:00",143,12.84,7.97
"2014-11-11 18:43:00",144,12.84,7.97
"2014-11-11 18:44:00",145,12.84,7.95
"2014-11-11 18:45:00",146,12.84,7.95
"2014-11-11 18:46:00",147,12.84,7.95
"2014-11-11 18:47:00",148,12.85,7.95
"2014-11-11 18:48:00",149,12.85,7.927
"2014-11-11 18:49:00",150,12.85,7.927
"2014-11-11 18:50:00",151,12.84,7.905
"2014-11-11 18:51:00",152,12.85,7.905
"2014-11-11 18:52:00",153,12.84,7.882
"2014-11-11 18:53:00",154,12.84,7.882
"2014-11-11 18:54:00",155,12.85,7.862
"2014-11-11 18:55:00",156,12.84,7.862
"2014-11-11 18:56:00",157,12.83,7.862
"2014-11-11 18:57:00",158,12.84,7.839
"2014-11-11 18:58:00",159,12.84,7.839
"2014-11-11 18:59:00",160,12.84,7.817
"2014-11-11 19:00:00",161,12.84,7.817
"2014-11-11 19:01:00",162,12.84,7.794
"2014-11-11 19:02:00",163,12.84,7.794
"2014-11-11 19:03:00",164,12.84,7.774
"2014-11-11 19:04:00",165,12.84,7.774
"2014-11-11 19:05:00",166,12.84,7.751
"2014-11-11 19:06:00",167,12.84,7.751
"2014-11-11 19:07:00",168,12.84,7.729
"2014-11-11 19:08:00",169,12.84,7.729
"2014-11-11 19:09:00",170,12.84,7.729
"2014-11-11 19:10:00",171,12.84,7.706
"2014-11-11 19:11:00",172,12.84,7.706
"2014-11-11 19:12:00",173,12.84,7.706
"2014-11-11 19:13:00",174,12.84,7.686
"2014-11-11 19:14:00",175,12.84,7.686
"2014-11-11 19:15:00",176,12.84,7.686
"2014-11-11 19:16:00",177,12.84,7.686
"2014-11-11 19:17:00",178,12.84,7.686
"2014-11-11 19:18:00",179,12.84,7.686
"2014-11-11 19:19:00",180,12.84,7.686
"2014-11-11 19:20:00",181,12.84,7.663
"2014-11-11 19:21:00",182,12.84,7.663
"2014-11-11 19:22:00",183,12.84,7.663
"2014-11-11 19:23:00",184,12.84,7.663
"2014-11-11 19:24:00",185,12.84,7.663
"2014-11-11 19:25:00",186,12.84,7.663
"2014-11-11 19:26:00",187,12.82,7.663
"2014-11-11 19:27:00",188,12.84,7.663
"2014-11-11 19:28:00",189,12.84,7.663
"2014-11-11 19:29:00",190,12.84,7.686
"2014-11-11 19:30:00",191,12.84,7.686
"2014-11-11 19:31:00",192,12.84,7.686
"2014-11-11 19:32:00",193,12.84,7.686
"2014-11-11 19:33:00",194,12.84,7.686
"2014-11-11 19:34:00",195,12.84,7.686
"2014-11-11 19:35:00",196,12.84,7.686
"2014-11-11 19:36:00",197,12.83,7.686
"2014-11-11 19:37:00",198,12.84,7.686
"2014-11-11 19:38:00",199,12.84,7.686
"2014-11-11 19:39:00",200,12.84,7.706
"2014-11-11 19:40:00",201,12.84,7.706
"2014-11-11 19:41:00",202,12.84,7.706
"2014-11-11 19:42:00",203,12.84,7.706
"2014-11-11 19:43:00",204,12.84,7.729
"2014-11-11 19:44:00",205,12.84,7.729
"2014-11-11 19:45:00",206,12.84,7.729
"2014-11-11 19:46:00",207,12.84,7.729
"2014-11-11 19:47:00",208,12.84,7.729
"2014-11-11 19:48:00",209,12.84,7.729
"2014-11-11 19:49:00",210,12.84,7.729
"2014-11-11 19:50:00",211,12.84,7.751
"2014-11-11 19:51:00",212,12.84,7.751
"2014-11-11 19:52:00",213,12.84,7.751
"2014-11-11 19:53:00",214,12.84,7.751
"2014-11-11 19:54:00",215,12.84,7.774
"2014-11-11 19:55:00",216,12.84,7.774
"2014-11-11 19:56:00",217,12.84,7.774
"2014-11-11 19:57:00",218,12.84,7.774
"2014-11-11 19:58:00",219,12.84,7.774
"2014-11-11 19:59:00",220,12.84,7.794
"2014-11-11 20:00:00",221,12.83,7.794
"2014-11-11 20:01:00",222,12.84,7.794
"2014-11-11 20:02:00",223,12.84,7.794
"2014-11-11 20:03:00",224,12.84,7.817
"2014-11-11 20:04:00",225,12.84,7.817
"2014-11-11 20:05:00",226,12.84,7.817
"2014-11-11 20:06:00",227,12.84,7.817
"2014-11-11 20:07:00",228,12.84,7.817
"2014-11-11 20:08:00",229,12.84,7.839
"2014-11-11 20:09:00",230,12.84,7.839
"2014-11-11 20:10:00",231,12.84,7.839
"2014-11-11 20:11:00",232,12.84,7.862
"2014-11-11 20:12:00",233,12.84,7.862
"2014-11-11 20:13:00",234,12.84,7.862
"2014-11-11 20:14:00",235,12.84,7.882
"2014-11-11 20:15:00",236,12.84,7.882
"2014-11-11 20:16:00",237,12.84,7.882
"2014-11-11 20:17:00",238,12.84,7.905
"2014-11-11 20:18:00",239,12.84,7.905
"2014-11-11 20:19:00",240,12.84,7.905
"2014-11-11 20:20:00",241,12.84,7.905
"2014-11-11 20:21:00",242,12.83,7.905
"2014-11-11 20:22:00",243,12.84,7.927
"2014-11-11 20:23:00",244,12.83,7.927
"2014-11-11 20:24:00",245,12.84,7.927
"2014-11-11 20:25:00",246,12.84,7.927
"2014-11-11 20:26:00",247,12.84,7.95
"2014-11-11 20:27:00",248,12.84,7.95
"2014-11-11 20:28:00",249,12.84,7.95
"2014-11-11 20:29:00",250,12.84,7.95
"2014-11-11 20:30:00",251,12.84,7.95
"2014-11-11 20:31:00",252,12.83,7.97
"2014-11-11 20:32:00",253,12.84,7.97
"2014-11-11 20:33:00",254,12.84,7.97
"2014-11-11 20:34:00",255,12.84,7.993
"2014-11-11 20:35:00",256,12.84,7.993
"2014-11-11 20:36:00",257,12.83,7.993
"2014-11-11 20:37:00",258,12.83,7.993
"2014-11-11 20:38:00",259,12.83,7.993
"2014-11-11 20:39:00",260,12.83,8.02
"2014-11-11 20:40:00",261,12.84,8.02
"2014-11-11 20:41:00",262,12.83,8.02
"2014-11-11 20:42:00",263,12.84,8.04
"2014-11-11 20:43:00",264,12.84,8.04
"2014-11-11 20:44:00",265,12.83,8.04
"2014-11-11 20:45:00",266,12.83,8.04
"2014-11-11 20:46:00",267,12.84,8.04
"2014-11-11 20:47:00",268,12.84,8.04
"2014-11-11 20:48:00",269,12.84,8.06
"2014-11-11 20:49:00",270,12.83,8.06
"2014-11-11 20:50:00",271,12.84,8.06
"2014-11-11 20:51:00",272,12.84,8.08
"2014-11-11 20:52:00",273,12.84,8.08
"2014-11-11 20:53:00",274,12.84,8.08
"2014-11-11 20:54:00",275,12.84,8.08
"2014-11-11 20:55:00",276,12.84,8.08
"2014-11-11 20:56:00",277,12.84,8.1
"2014-11-11 20:57:00",278,12.84,8.1
"2014-11-11 20:58:00",279,12.84,8.1
"2014-11-11 20:59:00",280,12.82,8.13
"2014-11-11 21:00:00",281,12.84,8.13
"2014-11-11 21:01:00",282,12.84,8.13
"2014-11-11 21:02:00",283,12.84,8.13
"2014-11-11 21:03:00",284,12.84,8.13
"2014-11-11 21:04:00",285,12.84,8.15
"2014-11-11 21:05:00",286,12.84,8.15
"2014-11-11 21:06:00",287,12.84,8.15
"2014-11-11 21:07:00",288,12.84,8.15
"2014-11-11 21:08:00",289,12.84,8.15
"2014-11-11 21:09:00",290,12.84,8.17
"2014-11-11 21:10:00",291,12.84,8.17
"2014-11-11 21:11:00",292,12.84,8.17
"2014-11-11 21:12:00",293,12.83,8.17
"2014-11-11 21:13:00",294,12.84,8.17
"2014-11-11 21:14:00",295,12.84,8.17
"2014-11-11 21:15:00",296,12.84,8.17
"2014-11-11 21:16:00",297,12.84,8.19
"2014-11-11 21:17:00",298,12.84,8.19
"2014-11-11 21:18:00",299,12.84,8.19
"2014-11-11 21:19:00",300,12.83,8.19
"2014-11-11 21:20:00",301,12.83,8.19
"2014-11-11 21:21:00",302,12.84,8.19
"2014-11-11 21:22:00",303,12.84,8.19
"2014-11-11 21:23:00",304,12.84,8.21
"2014-11-11 21:24:00",305,12.84,8.21
"2014-11-11 21:25:00",306,12.84,8.21
"2014-11-11 21:26:00",307,12.84,8.21
"2014-11-11 21:27:00",308,12.84,8.21
"2014-11-11 21:28:00",309,12.84,8.21
"2014-11-11 21:29:00",310,12.84,8.21
"2014-11-11 21:30:00",311,12.84,8.21
"2014-11-11 21:31:00",312,12.84,8.21
"2014-11-11 21:32:00",313,12.84,8.21
"2014-11-11 21:33:00",314,12.84,8.21
"2014-11-11 21:34:00",315,12.82,8.21
"2014-11-11 21:35:00",316,12.84,8.21
"2014-11-11 21:36:00",317,12.84,8.21
"2014-11-11 21:37:00",318,12.83,8.21
"2014-11-11 21:38:00",319,12.83,8.21
"2014-11-11 21:39:00",320,12.83,8.21
"2014-11-11 21:40:00",321,12.82,8.21
"2014-11-11 21:41:00",322,12.84,8.21
"2014-11-11 21:42:00",323,12.84,8.19
"2014-11-11 21:43:00",324,12.84,8.19
"2014-11-11 21:44:00",325,12.84,8.19
"2014-11-11 21:45:00",326,12.84,8.19
"2014-11-11 21:46:00",327,12.84,8.19
"2014-11-11 21:47:00",328,12.84,8.17
"2014-11-11 21:48:00",329,12.84,8.17
"2014-11-11 21:49:00",330,12.84,8.17
"2014-11-11 21:50:00",331,12.82,8.17
"2014-11-11 21:51:00",332,12.84,8.17
"2014-11-11 21:52:00",333,12.83,8.15
"2014-11-11 21:53:00",334,12.84,8.15
"2014-11-11 21:54:00",335,12.84,8.15
"2014-11-11 21:55:00",336,12.84,8.13
"2014-11-11 21:56:00",337,12.84,8.13
"2014-11-11 21:57:00",338,12.84,8.13
"2014-11-11 21:58:00",339,12.84,8.13
"2014-11-11 21:59:00",340,12.84,8.1
"2014-11-11 22:00:00",341,12.84,8.1
"2014-11-11 22:01:00",342,12.84,8.1
"2014-11-11 22:02:00",343,12.84,8.08
"2014-11-11 22:03:00",344,12.84,8.08
"2014-11-11 22:04:00",345,12.84,8.08
"2014-11-11 22:05:00",346,12.84,8.08
"2014-11-11 22:06:00",347,12.84,8.08
"2014-11-11 22:07:00",348,12.84,8.06
"2014-11-11 22:08:00",349,12.84,8.06
"2014-11-11 22:09:00",350,12.84,8.04
"2014-11-11 22:10:00",351,12.84,8.04
"2014-11-11 22:11:00",352,12.83,8.04
"2014-11-11 22:12:00",353,12.84,8.04
"2014-11-11 22:13:00",354,12.84,8.04
"2014-11-11 22:14:00",355,12.84,8.02
"2014-11-11 22:15:00",356,12.84,8.02
"2014-11-11 22:16:00",357,12.84,8.02
"2014-11-11 22:17:00",358,12.84,8.02
"2014-11-11 22:18:00",359,12.84,7.993
"2014-11-11 22:19:00",360,12.84,7.993
"2014-11-11 22:20:00",361,12.84,7.993
"2014-11-11 22:21:00",362,12.84,7.993
"2014-11-11 22:22:00",363,12.85,7.993
"2014-11-11 22:23:00",364,12.84,7.97
"2014-11-11 22:24:00",365,12.84,7.97
"2014-11-11 22:25:00",366,12.85,7.97
"2014-11-11 22:26:00",367,12.84,7.97
"2014-11-11 22:27:00",368,12.84,7.95
"2014-11-11 22:28:00",369,12.84,7.95
"2014-11-11 22:29:00",370,12.84,7.95
"2014-11-11 22:30:00",371,12.85,7.95
"2014-11-11 22:31:00",372,12.84,7.927
"2014-11-11 22:32:00",373,12.85,7.927
"2014-11-11 22:33:00",374,12.85,7.927
"2014-11-11 22:34:00",375,12.84,7.905
"2014-11-11 22:35:00",376,12.85,7.905
"2014-11-11 22:36:00",377,12.84,7.905
"2014-11-11 22:37:00",378,12.84,7.905
"2014-11-11 22:38:00",379,12.84,7.905
"2014-11-11 22:39:00",380,12.84,7.882
"2014-11-11 22:40:00",381,12.84,7.882
"2014-11-11 22:41:00",382,12.84,7.882
"2014-11-11 22:42:00",383,12.84,7.862
"2014-11-11 22:43:00",384,12.84,7.862
"2014-11-11 22:44:00",385,12.84,7.862
"2014-11-11 22:45:00",386,12.85,7.862
"2014-11-11 22:46:00",387,12.84,7.862
"2014-11-11 22:47:00",388,12.85,7.862
"2014-11-11 22:48:00",389,12.84,7.839
"2014-11-11 22:49:00",390,12.85,7.839
"2014-11-11 22:50:00",391,12.85,7.839
"2014-11-11 22:51:00",392,12.85,7.839
"2014-11-11 22:52:00",393,12.85,7.839
"2014-11-11 22:53:00",394,12.84,7.839
"2014-11-11 22:54:00",395,12.84,7.817
"2014-11-11 22:55:00",396,12.85,7.817
"2014-11-11 22:56:00",397,12.85,7.817
"2014-11-11 22:57:00",398,12.85,7.817
"2014-11-11 22:58:00",399,12.85,7.817
"2014-11-11 22:59:00",400,12.85,7.817
"2014-11-11 23:00:00",401,12.85,7.817
"2014-11-11 23:01:00",402,12.85,7.817
"2014-11-11 23:02:00",403,12.85,7.817
"2014-11-11 23:03:00",404,12.85,7.817
"2014-11-11 23:04:00",405,12.85,7.817
"2014-11-11 23:05:00",406,12.85,7.817
"2014-11-11 23:06:00",407,12.85,7.817
"2014-11-11 23:07:00",408,12.85,7.817
"2014-11-11 23:08:00",409,12.84,7.817
"2014-11-11 23:09:00",410,12.85,7.817
"2014-11-11 23:10:00",411,12.85,7.817
"2014-11-11 23:11:00",412,12.84,7.817
"2014-11-11 23:12:00",413,12.85,7.839
"2014-11-11 23:13:00",414,12.85,7.839
"2014-11-11 23:14:00",415,12.85,7.839
"2014-11-11 23:15:00",416,12.85,7.839
"2014-11-11 23:16:00",417,12.85,7.839
"2014-11-11 23:17:00",418,12.85,7.839
"2014-11-11 23:18:00",419,12.85,7.839
"2014-11-11 23:19:00",420,12.85,7.839
"2014-11-11 23:20:00",421,12.85,7.839
"2014-11-11 23:21:00",422,12.85,7.839
"2014-11-11 23:22:00",423,12.85,7.839
"2014-11-11 23:23:00",424,12.85,7.839
"2014-11-11 23:24:00",425,12.85,7.839
"2014-11-11 23:25:00",426,12.85,7.839
"2014-11-11 23:26:00",427,12.85,7.839
"2014-11-11 23:27:00",428,12.85,7.839
"2014-11-11 23:28:00",429,12.85,7.839
"2014-11-11 23:29:00",430,12.85,7.839
"2014-11-11 23:30:00",431,12.85,7.839
"2014-11-11 23:31:00",432,12.85,7.839
"2014-11-11 23:32:00",433,12.85,7.839
"2014-11-11 23:33:00",434,12.85,7.839
"2014-11-11 23:34:00",435,12.85,7.839
"2014-11-11 23:35:00",436,12.84,7.839
"2014-11-11 23:36:00",437,12.85,7.839
"2014-11-11 23:37:00",438,12.84,7.839
"2014-11-11 23:38:00",439,12.83,7.839
"2014-11-11 23:39:00",440,12.84,7.839
"2014-11-11 23:40:00",441,12.84,7.839
"2014-11-11 23:41:00",442,12.85,7.839
"2014-11-11 23:42:00",443,12.85,7.839
"2014-11-11 23:43:00",444,12.85,7.839
"2014-11-11 23:44:00",445,12.85,7.839
"2014-11-11 23:45:00",446,12.85,7.839
"2014-11-11 23:46:00",447,12.85,7.839
"2014-11-11 23:47:00",448,12.85,7.817
"2014-11-11 23:48:00",449,12.85,7.817
"2014-11-11 23:49:00",450,12.85,7.817
"2014-11-11 23:50:00",451,12.85,7.817
"2014-11-11 23:51:00",452,12.85,7.817
"2014-11-11 23:52:00",453,12.85,7.817
"2014-11-11 23:53:00",454,12.85,7.817
"2014-11-11 23:54:00",455,12.85,7.817
"2014-11-11 23:55:00",456,12.85,7.817
"2014-11-11 23:56:00",457,12.85,7.817
"2014-11-11 23:57:00",458,12.85,7.817
"2014-11-11 23:58:00",459,12.85,7.817
"2014-11-11 23:59:00",460,12.85,7.817
"2014-11-12 00:00:00",461,12.84,7.817
"2014-11-12 00:01:00",462,12.85,7.817
"2014-11-12 00:02:00",463,12.85,7.817
"2014-11-12 00:03:00",464,12.85,7.817
"2014-11-12 00:04:00",465,12.85,7.817
"2014-11-12 00:05:00",466,12.85,7.817
"2014-11-12 00:06:00",467,12.85,7.839
"2014-11-12 00:07:00",468,12.85,7.839
"2014-11-12 00:08:00",469,12.85,7.839
"2014-11-12 00:09:00",470,12.84,7.839
"2014-11-12 00:10:00",471,12.85,7.839
"2014-11-12 00:11:00",472,12.85,7.839
"2014-11-12 00:12:00",473,12.85,7.839
"2014-11-12 00:13:00",474,12.85,7.839
"2014-11-12 00:14:00",475,12.85,7.839
"2014-11-12 00:15:00",476,12.85,7.839
"2014-11-12 00:16:00",477,12.85,7.839
"2014-11-12 00:17:00",478,12.83,7.839
"2014-11-12 00:18:00",479,12.85,7.862
"2014-11-12 00:19:00",480,12.85,7.839
"2014-11-12 00:20:00",481,12.85,7.839
"2014-11-12 00:21:00",482,12.85,7.839
"2014-11-12 00:22:00",483,12.85,7.839
"2014-11-12 00:23:00",484,12.85,7.839
"2014-11-12 00:24:00",485,12.85,7.839
"2014-11-12 00:25:00",486,12.85,7.839
"2014-11-12 00:26:00",487,12.85,7.839
"2014-11-12 00:27:00",488,12.85,7.839
"2014-11-12 00:28:00",489,12.85,7.839
"2014-11-12 00:29:00",490,12.85,7.839
"2014-11-12 00:30:00",491,12.85,7.839
"2014-11-12 00:31:00",492,12.85,7.839
"2014-11-12 00:32:00",493,12.84,7.839
"2014-11-12 00:33:00",494,12.85,7.817
"2014-11-12 00:34:00",495,12.85,7.817
"2014-11-12 00:35:00",496,12.84,7.817
"2014-11-12 00:36:00",497,12.85,7.817
"2014-11-12 00:37:00",498,12.85,7.817
"2014-11-12 00:38:00",499,12.85,7.817
"2014-11-12 00:39:00",500,12.85,7.817
"2014-11-12 00:40:00",501,12.85,7.817
"2014-11-12 00:41:00",502,12.85,7.817
"2014-11-12 00:42:00",503,12.85,7.817
"2014-11-12 00:43:00",504,12.85,7.817
"2014-11-12 00:44:00",505,12.85,7.817
"2014-11-12 00:45:00",506,12.85,7.794
"2014-11-12 00:46:00",507,12.85,7.794
"2014-11-12 00:47:00",508,12.85,7.794
"2014-11-12 00:48:00",509,12.85,7.794
"2014-11-12 00:49:00",510,12.85,7.794
"2014-11-12 00:50:00",511,12.84,7.794
"2014-11-12 00:51:00",512,12.85,7.774
"2014-11-12 00:52:00",513,12.85,7.774
"2014-11-12 00:53:00",514,12.85,7.774
"2014-11-12 00:54:00",515,12.85,7.774
"2014-11-12 00:55:00",516,12.85,7.774
"2014-11-12 00:56:00",517,12.85,7.774
"2014-11-12 00:57:00",518,12.85,7.774
"2014-11-12 00:58:00",519,12.85,7.774
"2014-11-12 00:59:00",520,12.85,7.751
"2014-11-12 01:00:00",521,12.85,7.751
"2014-11-12 01:01:00",522,12.85,7.751
"2014-11-12 01:02:00",523,12.85,7.751
"2014-11-12 01:03:00",524,12.85,7.729
"2014-11-12 01:04:00",525,12.85,7.729
"2014-11-12 01:05:00",526,12.85,7.729
"2014-11-12 01:06:00",527,12.85,7.729
"2014-11-12 01:07:00",528,12.85,7.729
"2014-11-12 01:08:00",529,12.85,7.729
"2014-11-12 01:09:00",530,12.85,7.729
"2014-11-12 01:10:00",531,12.85,7.729
"2014-11-12 01:11:00",532,12.85,7.729
"2014-11-12 01:12:00",533,12.85,7.706
"2014-11-12 01:13:00",534,12.85,7.729
"2014-11-12 01:14:00",535,12.85,7.706
"2014-11-12 01:15:00",536,12.85,7.706
"2014-11-12 01:16:00",537,12.85,7.706
"2014-11-12 01:17:00",538,12.85,7.706
"2014-11-12 01:18:00",539,12.85,7.706
"2014-11-12 01:19:00",540,12.85,7.706
"2014-11-12 01:20:00",541,12.85,7.706
"2014-11-12 01:21:00",542,12.85,7.729
"2014-11-12 01:22:00",543,12.85,7.729
"2014-11-12 01:23:00",544,12.85,7.729
"2014-11-12 01:24:00",545,12.85,7.729
"2014-11-12 01:25:00",546,12.85,7.729
"2014-11-12 01:26:00",547,12.85,7.729
"2014-11-12 01:27:00",548,12.85,7.729
"2014-11-12 01:28:00",549,12.85,7.729
"2014-11-12 01:29:00",550,12.85,7.729
"2014-11-12 01:30:00",551,12.85,7.751
"2014-11-12 01:31:00",552,12.85,7.751
"2014-11-12 01:32:00",553,12.85,7.751
"2014-11-12 01:33:00",554,12.85,7.774
"2014-11-12 01:34:00",555,12.85,7.774
"2014-11-12 01:35:00",556,12.85,7.774
"2014-11-12 01:36:00",557,12.85,7.774
"2014-11-12 01:37:00",558,12.85,7.774
"2014-11-12 01:38:00",559,12.85,7.794
"2014-11-12 01:39:00",560,12.85,7.794
"2014-11-12 01:40:00",561,12.85,7.794
"2014-11-12 01:41:00",562,12.85,7.817
"2014-11-12 01:42:00",563,12.85,7.817
"2014-11-12 01:43:00",564,12.85,7.817
"2014-11-12 01:44:00",565,12.85,7.839
"2014-11-12 01:45:00",566,12.85,7.839
"2014-11-12 01:46:00",567,12.85,7.862
"2014-11-12 01:47:00",568,12.85,7.862
"2014-11-12 01:48:00",569,12.85,7.862
"2014-11-12 01:49:00",570,12.85,7.862
"2014-11-12 01:50:00",571,12.85,7.882
"2014-11-12 01:51:00",572,12.85,7.882
"2014-11-12 01:52:00",573,12.84,7.905
"2014-11-12 01:53:00",574,12.85,7.905
"2014-11-12 01:54:00",575,12.85,7.905
