"TOA5","CR800_20","CR800","1273","CR800.Std.07","CPU:OWL_20.CR8","48090","Wind"
"TIMESTAMP","RECORD","Wind_Speed","Wind_Direction","Std_Dev_Wind_Dir"
"TS","RN","","Deg","Deg"
"","","WVc:Mean_Horizontal_Windspeed","WVc:Unit_Vector_Wind_Direction","WVc:Yamartino_Algorithm"
"2014-11-11 22:17:00",344,0.733,47.65,52.5
"2014-11-11 22:18:00",345,0.631,84.8,0
"2014-11-11 22:19:00",346,0.478,108,0
"2014-11-11 22:20:00",347,0.33,26.65,0
"2014-11-11 22:21:00",348,0.662,60.77,13.6
"2014-11-11 22:22:00",349,0.548,30.79,20.43
"2014-11-11 22:23:00",350,0.751,48.93,0
"2014-11-11 22:24:00",351,0.638,34.71,0
"2014-11-11 22:25:00",352,0.53,323.6,0
"2014-11-11 22:26:00",353,0.287,4.593,58.29
"2014-11-11 22:27:00",354,0.508,88.6,51.58
"2014-11-11 22:28:00",355,0.286,138.8,0
"2014-11-11 22:29:00",356,0.854,76.78,0
"2014-11-11 22:30:00",357,0.538,59.13,0
"2014-11-11 22:31:00",358,0.816,64.2,19.77
"2014-11-11 22:32:00",359,1.613,73.36,23.57
"2014-11-11 22:33:00",360,0.428,62.87,0
"2014-11-11 22:34:00",361,0.286,0.416,0
"2014-11-11 22:35:00",362,0.348,65.79,0
"2014-11-11 22:36:00",363,0.259,58.46,30.24
"2014-11-11 22:37:00",364,0.982,89.2,34.73
"2014-11-11 22:38:00",365,0.961,75.3,0
"2014-11-11 22:39:00",366,0.861,77.95,0
"2014-11-11 22:40:00",367,1.211,80.5,29.64
"2014-11-11 22:41:00",368,0.498,89.5,28.12
"2014-11-11 22:42:00",369,0.427,44.47,52.31
"2014-11-11 22:43:00",370,0.486,112.9,0
"2014-11-11 22:44:00",371,0.662,88.5,0
"2014-11-11 22:45:00",372,0.508,14.35,0
"2014-11-11 22:46:00",373,0.597,88.3,51.3
"2014-11-11 22:47:00",374,0.434,65.7,71.69
"2014-11-11 22:48:00",375,0.416,114.3,83.3
"2014-11-11 22:49:00",376,1.157,67.78,0
"2014-11-11 22:50:00",377,0.879,49.37,0
"2014-11-11 22:51:00",378,1.342,78.89,29.6
"2014-11-11 22:52:00",379,1.336,66.41,20.9
"2014-11-11 22:53:00",380,0.535,358.3,0
"2014-11-11 22:54:00",381,0.624,30.94,0
"2014-11-11 22:55:00",382,0.884,100.3,0
"2014-11-11 22:56:00",383,0.755,93.3,43.17
"2014-11-11 22:57:00",384,0.929,55.36,27.28
"2014-11-11 22:58:00",385,0.794,62.32,0
"2014-11-11 22:59:00",386,0.29,325.1,0
"2014-11-11 23:00:00",387,0.932,81.9,0
"2014-11-11 23:01:00",388,0.973,56.55,25.89
"2014-11-11 23:02:00",389,0.571,112.3,0
"2014-11-11 23:03:00",390,0.789,76.38,0
"2014-11-11 23:04:00",391,0.593,87.6,0
"2014-11-11 23:05:00",392,0.879,66.23,36.77
"2014-11-11 23:06:00",393,0.461,44.78,82.7
"2014-11-11 23:07:00",394,1.169,60.11,32.81
"2014-11-11 23:08:00",395,0.844,27.06,0
"2014-11-11 23:09:00",396,0.239,221.9,0
"2014-11-11 23:10:00",397,0.255,100.2,87.9
"2014-11-11 23:11:00",398,0.54,67.07,82.9
"2014-11-11 23:12:00",399,0.978,76.38,33.6
"2014-11-11 23:13:00",400,0.708,64.22,0
"2014-11-11 23:14:00",401,0.622,58.98,0
"2014-11-11 23:15:00",402,0.544,55.3,0
"2014-11-11 23:16:00",403,0.858,1.655,41.42
"2014-11-11 23:17:00",404,0.637,34.68,71.86
"2014-11-11 23:18:00",405,0.551,63.13,0
"2014-11-11 23:19:00",406,0.798,45.86,0
"2014-11-11 23:20:00",407,0.603,357.1,0
"2014-11-11 23:21:00",408,0.555,27.35,75.89
"2014-11-11 23:22:00",409,1.068,57.78,31.1
"2014-11-11 23:23:00",410,1.167,61.98,0
"2014-11-11 23:24:00",411,0.762,75.21,0
"2014-11-11 23:25:00",412,0.511,125.4,27.42
"2014-11-11 23:26:00",413,0.778,39.81,30.1
"2014-11-11 23:27:00",414,1.213,67.78,0
"2014-11-11 23:28:00",415,1.198,81.6,0
"2014-11-11 23:29:00",416,0.858,32.06,36.82
"2014-11-11 23:30:00",417,0.316,73.07,71.09
"2014-11-11 23:31:00",418,0.295,84.7,77.93
"2014-11-11 23:32:00",419,0.614,48.59,0
"2014-11-11 23:33:00",420,0.368,76.19,0
"2014-11-11 23:34:00",421,0.625,27.7,0
"2014-11-11 23:35:00",422,1.354,63.24,24.38
"2014-11-11 23:36:00",423,0.435,31.68,57.26
"2014-11-11 23:37:00",424,0.57,2.666,0
"2014-11-11 23:38:00",425,0.788,79.54,0
"2014-11-11 23:39:00",426,1.179,108.2,30.1
"2014-11-11 23:40:00",427,0.398,63.19,78.98
"2014-11-11 23:41:00",428,1.484,65.99,39.56
"2014-11-11 23:42:00",429,0.723,102.5,0
"2014-11-11 23:43:00",430,0.591,89.9,0
"2014-11-11 23:44:00",431,1.931,72.66,0
"2014-11-11 23:45:00",432,0.877,55.58,47.17
"2014-11-11 23:46:00",433,1.662,65.68,15.42
"2014-11-11 23:47:00",434,0.924,65.23,16.98
"2014-11-11 23:48:00",435,0.769,85.6,0
"2014-11-11 23:49:00",436,0.799,59.9,0
"2014-11-11 23:50:00",437,0.554,73.35,0
"2014-11-11 23:51:00",438,0.605,62.87,32.61
"2014-11-11 23:52:00",439,1.565,53.02,14.15
"2014-11-11 23:53:00",440,1.655,61.9,0
"2014-11-11 23:54:00",441,1.467,62.64,0
"2014-11-11 23:55:00",442,1.109,48.57,33.42
"2014-11-11 23:56:00",443,0.685,29.95,73.92
"2014-11-11 23:57:00",444,0.874,57.52,32.46
"2014-11-11 23:58:00",445,1.557,73.85,0
"2014-11-11 23:59:00",446,0.558,63.81,0
"2014-11-12 00:00:00",447,1.154,58.96,27.05
"2014-11-12 00:01:00",448,1.23,84.6,17.08
