"TOA5","CR800_20","CR800","1273","CR800.Std.07","CPU:OWL_20.CR8","48090","Fluxes"
"TIMESTAMP","RECORD","u_Avg","v_Avg","w_Avg","t_Avg","u_Cov(1)","u_Cov(2)","u_Cov(3)","u_Cov(4)","u_Cov(5)","u_Cov(6)","u_Cov(7)","u_Cov(8)","u_Cov(9)","u_Cov(10)","Samples_Sonic","disable_flag"
"2014-11-11 17:18:00",45,-0.53,-0.12,-0.059,13.79,0.103,-0.033,-0.022,0.037,0.098,0.018,-0.007,0.053,-0.023,0.057,300,0
"2014-11-11 17:19:00",46,-0.203,-0.501,-0.23,14.05,0.134,-0.042,-0.008,-0.01,0.223,0.057,-0.011,0.094,-0.054,0.077,300,-1
"2014-11-11 17:20:00",47,-0.731,-0.248,-0.021,14,0.313,0.062,0.043,-0.101,0.254,0.042,0.018,0.134,-0.028,0.077,300,-1
"2014-11-11 17:21:00",48,-0.79,-0.893,-0.166,13.91,0.369,0.03,-0.006,-0.053,0.331,0.043,-0.061,0.113,-0.045,0.078,301,0
"2014-11-11 17:22:00",49,-0.977,-0.923,-0.191,13.94,0.333,0.211,0.096,-0.06,0.407,0.109,-0.053,0.107,-0.038,0.061,300,0
"2014-11-11 17:23:00",50,-0.714,-0.428,-0.02,14.03,0.184,0.063,-0.013,-0.008,0.171,0.038,0.019,0.051,-0.003,0.03,300,0
"2014-11-11 17:24:00",51,-0.215,-0.375,-0.053,13.79,0.225,0.048,0.077,-0.062,0.517,0.171,-0.118,0.156,-0.078,0.116,300,-1
"2014-11-11 17:25:00",52,-1.344,-0.456,-0.04,14.03,0.327,0.053,0.064,-0.01,0.46,0.083,-0.024,0.136,-0.034,0.075,300,-1
"2014-11-11 17:26:00",53,-1.222,0.223,0.06,14.02,0.296,-0.028,-0.007,-0.008,0.289,0.057,0.012,0.081,-0.003,0.023,301,0
"2014-11-11 17:27:00",54,-0.175,-0.233,0.248,13.93,0.312,-0.044,0.059,0.015,0.099,0.006,-0.005,0.06,0.017,0.051,300,0
"2014-11-11 17:28:00",55,-0.522,0.194,-0.022,13.92,0.115,0.043,-0.006,-0.015,0.11,0.01,-0.021,0.052,-0.017,0.034,300,0
"2014-11-11 17:29:00",56,-0.239,-0.234,-0.065,14.11,0.338,-0.129,0.017,-0.018,0.186,-0.009,0.019,0.066,-0.007,0.02,300,-1
"2014-11-11 17:30:00",57,-0.689,-0.498,-0.166,14.1,0.366,0.042,0.057,-0.006,0.367,0.141,-0.001,0.171,-0.006,0.028,300,-1
"2014-11-11 17:31:00",58,-0.019,-0.146,0.138,13.68,0.255,-0.016,0.027,-0.033,0.105,0.006,-0.01,0.021,-0.01,0.029,300,-1
"2014-11-11 17:32:00",59,-0.442,-0.478,-0.182,14.04,0.226,-0.039,0.006,-0.042,0.127,-0.003,0.009,0.064,-0.035,0.069,301,0
"2014-11-11 17:33:00",60,-0.29,-0.425,-0.019,14.09,0.459,0.116,0.02,0.069,0.375,0.134,0.048,0.111,0.009,0.047,300,0
"2014-11-11 17:34:00",61,-1.36,-0.435,-0.115,14.13,0.434,-0.081,-0.008,-0.009,0.466,0.123,-0.026,0.207,-0.055,0.065,300,-1
"2014-11-11 17:35:00",62,-0.465,-0.123,0.11,13.73,0.125,0.01,-0.017,-0.009,0.071,0.017,0.019,0.024,0.003,0.034,300,-1
"2014-11-11 17:36:00",63,0.024,-0.041,0.107,13.88,0.129,0.04,0.028,-0.005,0.125,0.027,0.002,0.024,-0.004,0.044,300,-1
"2014-11-11 17:37:00",64,-0.366,0.357,0.028,14.07,0.055,-0.027,0.005,0.004,0.31,0.049,0.03,0.037,0.006,0.02,301,0
"2014-11-11 17:38:00",65,-0.906,-0.657,-0.141,14.06,0.279,-0.038,0.07,-0.023,0.78,0.163,-0.008,0.172,-0.032,0.07,300,0
"2014-11-11 17:39:00",66,-0.425,-0.713,-0.052,13.9,0.191,0.009,-0.004,-0.047,0.058,0.004,0.005,0.025,-0.003,0.047,300,-1
"2014-11-11 17:40:00",67,0.006,-0.099,0.006,13.84,0.045,0.023,0.008,-0.021,0.076,0.015,-0.029,0.015,-0.009,0.033,300,-1
"2014-11-11 17:41:00",68,-0.444,-0.032,-0.054,14.01,0.081,-0.004,0.016,-0.028,0.121,0.028,0.007,0.066,-0.012,0.051,300,-1
"2014-11-11 17:42:00",69,-0.12,-0.353,0.01,13.86,0.231,0.001,0.096,-0.098,0.189,0.004,-0.004,0.081,-0.051,0.088,301,0
"2014-11-11 17:43:00",70,-0.055,0.095,0.071,13.79,0.125,0.008,-0.014,-0.032,0.025,0.003,-0.006,0.015,0.002,0.026,300,0
"2014-11-11 17:44:00",71,-0.43,-0.2,-0.016,14,0.157,-0.064,-0.043,0.029,0.186,0.067,-0.025,0.09,-0.023,0.058,300,0
"2014-11-11 17:45:00",72,-0.88,-0.458,-0.143,14.13,0.2,-0.055,0.012,-0.059,0.12,0.05,0.026,0.102,-0.032,0.089,300,-1
"2014-11-11 17:46:00",73,-0.758,-0.876,-0.175,14.16,0.253,-0.004,0.049,0.006,0.214,0.037,0.025,0.091,-0.017,0.063,300,-1
"2014-11-11 17:47:00",74,-0.644,-0.252,0.023,14.05,0.314,0.16,0.017,-0.037,0.432,0.021,0.022,0.046,-0.005,0.04,301,0
"2014-11-11 17:48:00",75,-0.904,-0.274,-0.026,14.07,0.254,0.147,0.058,-0.052,0.188,0.051,-0.045,0.087,-0.029,0.038,300,0
"2014-11-11 17:49:00",76,-1.325,-1.23,-0.25,14.03,0.472,-0.114,0.021,-0.1,0.287,0.111,0.015,0.149,-0.039,0.071,300,-1
"2014-11-11 17:50:00",77,-0.171,-0.702,0.018,13.85,0.073,-0.038,0.01,0.001,0.077,0.015,-0.014,0.038,-0.016,0.038,300,-1
"2014-11-11 17:51:00",78,-0.936,-0.101,-0.043,14.12,0.403,-0.145,-0.016,0.003,0.198,0.084,0.002,0.117,-0.002,0.049,300,-1
"2014-11-11 17:52:00",79,-1.443,-0.518,-0.228,14.17,0.449,0.146,0.076,-0.028,0.192,0.057,-0.022,0.095,-0.01,0.018,301,0
"2014-11-11 17:53:00",80,-1.127,-0.44,-0.241,14.17,0.381,0.024,0.062,-0.015,0.503,0.137,-0.031,0.151,-0.023,0.029,300,0
"2014-11-11 17:54:00",81,-0.321,-0.322,0.087,13.84,0.154,0.004,0.027,0.015,0.054,0.002,0.019,0.021,0.012,0.129,300,-1
"2014-11-11 17:55:00",82,-0.383,-0.552,0.006,13.99,0.158,-0.035,0.008,-0.011,0.099,0.032,0.002,0.043,-0.009,0.041,300,-1
"2014-11-11 17:56:00",83,-0.647,-0.246,-0.084,14.04,0.124,-0.147,0.036,-0.007,0.366,-0.037,0.01,0.087,-0.004,0.017,300,-1
"2014-11-11 17:57:00",84,-0.354,0.214,0.041,13.91,0.151,0.028,0.018,0.01,0.091,0.021,0.009,0.035,0.008,0.032,301,0
"2014-11-11 17:58:00",85,0.003,-0.042,0.094,13.84,0.118,0.049,0.048,0.007,0.325,0.06,-0.012,0.071,-0.015,0.087,300,0
"2014-11-11 17:59:00",86,-0.381,-0.947,-0.203,14.06,0.091,0.094,0.042,-0.06,0.327,0.082,-0.169,0.096,-0.045,0.144,300,-1
"2014-11-11 18:00:00",87,-0.475,-0.541,0.1,13.98,0.441,-0.107,0.078,-0.02,0.121,0.009,0.042,0.053,0.019,0.078,300,-1
"2014-11-11 18:01:00",88,-0.376,-0.068,0.012,14.08,0.078,0.045,0.024,-0.022,0.222,0.063,0.024,0.061,0,0.044,300,-1
"2014-11-11 18:02:00",89,-0.367,-0.149,0.17,13.87,0.136,0.064,0.047,0.006,0.089,0.017,-0.01,0.036,0.003,0.031,300,-1
"2014-11-11 18:03:00",90,-0.064,-0.041,0.049,13.66,0.015,0.004,0.001,-0.011,0.011,-0.003,-0.01,0.005,0.001,0.046,301,0
"2014-11-11 18:04:00",91,-0.137,-0.055,-0.038,14.01,0.022,0.012,0.001,-0.022,0.064,0.012,-0.01,0.01,0,0.055,300,0
"2014-11-11 18:05:00",92,-0.744,-0.177,0.001,14.09,0.096,-0.028,-0.018,-0.008,0.193,0.028,0.027,0.086,-0.025,0.048,300,-1
"2014-11-11 18:06:00",93,-0.394,-0.409,0.006,14.01,0.262,-0.02,0.009,-0.053,0.156,0.031,0.018,0.058,-0.008,0.041,300,-1
"2014-11-11 18:07:00",94,-0.208,-0.345,-0.019,14.15,0.092,-0.023,-0.011,0.017,0.165,0.006,0.03,0.06,-0.01,0.045,300,-1
"2014-11-11 18:08:00",95,0.23,-0.428,-0.054,14.04,0.183,0.041,0.004,0.028,0.195,-0.031,0.011,0.035,0.008,0.062,301,0
"2014-11-11 18:09:00",96,0.006,-0.379,-0.01,13.96,0.029,-0.005,0.007,-0.008,0.035,0.007,0.019,0.015,0.001,0.046,300,0
"2014-11-11 18:10:00",97,0.129,-0.173,0.062,13.72,0.018,0.014,0.005,-0.012,0.035,0.009,-0.003,0.006,0.002,0.025,300,0
"2014-11-11 18:11:00",98,-0.547,-0.546,-0.235,14.07,0.205,-0.022,0.032,-0.076,0.098,0.019,0.002,0.057,-0.011,0.084,300,-1
"2014-11-11 18:12:00",99,-0.026,-0.227,0.117,14.03,0.105,-0.063,-0.001,-0.071,0.07,-0.007,0.046,0.02,0.005,0.07,300,-1
"2014-11-11 18:13:00",100,0.218,-0.482,-0.002,13.71,0.046,0.017,0.001,-0.005,0.014,0,0.001,0.001,-0.001,0.01,301,0
"2014-11-11 18:14:00",101,0.108,-0.205,0.044,13.85,0.012,0.007,0.004,0,0.008,0.004,0.002,0.003,0.001,0.005,300,0
"2014-11-11 18:15:00",102,-0.015,-0.138,-0.033,13.9,0.009,0.001,0.003,0.004,0.007,-0.003,0.001,0.004,0.001,0.017,300,0
"2014-11-11 18:16:00",103,0.157,-0.092,0.005,13.88,0.018,-0.008,-0.001,-0.003,0.017,0.005,0.004,0.003,0.001,0.004,300,-1
"2014-11-11 18:17:00",104,0.15,-0.259,0.076,13.96,0.036,0.003,-0.007,-0.013,0.005,0.001,0,0.013,0.009,0.029,300,-1
"2014-11-11 18:18:00",105,0.054,-0.099,0.059,13.81,0.021,0.007,0.001,0.011,0.016,-0.002,0.008,0.004,0.003,0.031,300,-1
"2014-11-11 18:19:00",106,0.047,-0.218,-0.099,13.88,0.039,0.037,0.011,-0.009,0.1,0.025,-0.032,0.022,-0.015,0.051,300,-1
"2014-11-11 18:20:00",107,-0.485,-0.511,-0.087,13.92,0.084,0.021,0.007,-0.014,0.061,0.025,-0.056,0.072,-0.035,0.117,301,0
"2014-11-11 18:21:00",108,-0.33,-0.17,-0.051,13.92,0.076,-0.036,0.012,-0.008,0.094,0.008,-0.011,0.022,-0.006,0.046,300,0
"2014-11-11 18:22:00",109,-0.201,-0.155,-0.023,13.52,0.054,-0.025,-0.001,0.032,0.049,0.012,-0.016,0.009,-0.002,0.037,300,-1
"2014-11-11 18:23:00",110,-0.169,-0.134,-0.026,14.06,0.026,0.01,-0.008,0.001,0.021,-0.009,0.006,0.011,-0.012,0.065,300,-1
"2014-11-11 18:24:00",111,-0.23,-0.165,-0.051,13.89,0.156,0.06,0.05,-0.115,0.071,0.008,-0.044,0.038,-0.048,0.145,301,0
"2014-11-11 18:25:00",112,-0.065,-0.26,-0.065,13.78,0.083,-0.011,-0.001,-0.028,0.03,0.01,0.017,0.03,0.003,0.036,300,0
"2014-11-11 18:26:00",113,0.032,-0.108,-0.048,13.9,0.103,-0.029,0.028,-0.012,0.084,-0.022,0.019,0.026,-0.011,0.029,300,0
"2014-11-11 18:27:00",114,0.319,-0.05,-0.023,13.73,0.015,0.015,0.003,-0.001,0.036,0.006,-0.001,0.004,-0.001,0.012,300,-1
"2014-11-11 18:28:00",115,0.045,-0.237,0.006,13.86,0.039,0.012,0.001,-0.009,0.024,0.004,-0.002,0.014,0.008,0.018,300,-1
"2014-11-11 18:29:00",116,0.121,0.177,0.129,13.83,0.029,0.004,0.015,-0.014,0.114,0.019,0.029,0.03,-0.016,0.049,300,-1
"2014-11-11 18:30:00",117,0.098,0.062,0.096,13.7,0.089,-0.03,-0.037,0.064,0.064,0.03,-0.004,0.063,-0.036,0.213,301,0
"2014-11-11 18:31:00",118,0.432,-0.239,0.009,13.79,0.036,-0.02,-0.001,-0.014,0.022,0.003,0.007,0.006,0.004,0.026,300,0
"2014-11-11 18:32:00",119,0.353,-0.467,0.088,13.79,0.126,-0.009,0.008,-0.014,0.071,0.036,0.011,0.032,0.005,0.025,300,0
"2014-11-11 18:33:00",120,0.213,-0.423,-0.091,13.67,0.118,0.004,0.043,-0.009,0.033,0.016,-0.002,0.029,-0.005,0.018,300,-1
"2014-11-11 18:34:00",121,0.267,-0.455,-0.02,13.6,0.007,0.007,0.002,0.006,0.012,0.003,0.003,0.001,0.001,0.017,300,-1
"2014-11-11 18:35:00",122,0.297,-0.466,0.089,13.68,0.015,0,0.004,0.005,0.008,0.003,0.008,0.006,0.007,0.029,301,0
"2014-11-11 18:36:00",123,-0.011,-0.243,-0.03,13.98,0.05,-0.01,0.008,-0.013,0.037,-0.002,0.023,0.018,0.014,0.073,300,0
"2014-11-11 18:37:00",124,0.362,-0.363,-0.026,13.7,0.021,0.007,0.005,-0.001,0.022,-0.002,0.003,0.003,-0.001,0.009,300,0
"2014-11-11 18:38:00",125,0.385,-0.489,-0.029,13.79,0.012,0,0.004,0.006,0.001,-0.001,0.002,0.005,-0.001,0.013,300,-1
"2014-11-11 18:39:00",126,0.275,-0.57,0.112,13.75,0.03,0.008,0,-0.013,0.018,0.01,-0.004,0.013,0.006,0.033,300,-1
"2014-11-11 18:40:00",127,0.03,-0.35,0.001,13.7,0.007,0.002,0,0.003,0.007,0,0.003,0.001,0.001,0.011,301,0
"2014-11-11 18:41:00",128,0.028,-0.258,0.004,13.62,0.006,0.001,-0.002,0.005,0.014,0.001,-0.007,0.001,-0.002,0.018,300,0
"2014-11-11 18:42:00",129,-0.044,-0.095,0.01,13.42,0.038,0.003,0.005,0.012,0.005,0.001,0,0.002,0,0.016,300,0
"2014-11-11 18:43:00",130,0.116,-0.342,0,13.64,0.031,0.015,0.003,0.019,0.032,0.002,0.027,0.009,-0.003,0.059,300,0
"2014-11-11 18:44:00",131,-0.12,-0.296,0.026,13.5,0.023,-0.021,0.002,0.021,0.047,-0.008,-0.027,0.01,0.007,0.074,300,-1
"2014-11-11 18:45:00",132,-0.127,0.14,0.023,13.82,0.021,0.005,0.011,-0.027,0.017,0,-0.02,0.01,-0.009,0.119,300,-1
"2014-11-11 18:46:00",133,-0.069,-0.131,-0.009,13.55,0.015,-0.004,0,0.016,0.013,-0.003,-0.01,0.003,0.001,0.028,300,-1
"2014-11-11 18:47:00",134,-0.082,-0.343,0.045,13.61,0.062,0.082,-0.003,-0.067,0.145,-0.005,-0.111,0.011,0.004,0.132,301,0
"2014-11-11 18:48:00",135,-0.393,-0.433,-0.059,13.93,0.051,-0.02,-0.001,-0.014,0.093,0.016,-0.026,0.043,-0.037,0.151,300,0
"2014-11-11 18:49:00",136,0.247,-0.469,0.114,13.95,0.187,0.032,0.046,-0.058,0.067,0.011,-0.025,0.039,-0.012,0.053,300,0
"2014-11-11 18:50:00",137,-0.056,-0.286,0.098,13.37,0.127,-0.019,0,0.11,0.04,0.016,-0.035,0.063,-0.019,0.208,300,-1
"2014-11-11 18:51:00",138,0.167,-0.351,-0.044,13.68,0.028,-0.015,-0.001,-0.028,0.026,0.001,0.047,0.006,0.003,0.108,300,-1
"2014-11-11 18:52:00",139,-0.13,-0.23,0.05,13.77,0.016,0,0.005,-0.018,0.038,-0.001,0.044,0.011,-0.011,0.119,300,-1
"2014-11-11 18:53:00",140,-0.035,-0.177,0.038,13.42,0.034,0.001,0.003,0.014,0.032,0.005,0.008,0.006,-0.002,0.022,301,0
"2014-11-11 18:54:00",141,-0.194,-0.065,-0.018,13.47,0.032,-0.019,-0.007,-0.047,0.058,0.016,0.024,0.009,0.002,0.137,300,0
"2014-11-11 18:55:00",142,-0.516,-0.013,0.026,13.77,0.114,0.036,0.005,-0.052,0.104,0,0.023,0.041,-0.009,0.128,300,0
"2014-11-11 18:56:00",143,-0.03,-0.236,0.048,13.53,0.022,0.002,0.005,0.004,0.008,0.003,0.01,0.014,-0.007,0.074,300,-1
"2014-11-11 18:57:00",144,0.012,-0.114,0.064,13.23,0.016,-0.004,0.003,0.039,0.018,0.003,-0.042,0.005,0,0.315,300,-1
"2014-11-11 18:58:00",145,-0.176,-0.076,0.005,13.29,0.017,-0.001,-0.001,0.038,0.016,-0.007,0.018,0.02,-0.002,0.231,300,-1
"2014-11-11 18:59:00",146,-0.356,-0.16,-0.042,13.72,0.161,-0.053,0.005,-0.185,0.053,0,0.051,0.056,-0.005,0.277,301,0
"2014-11-11 19:00:00",147,0.133,-0.489,0.025,13.52,0.036,-0.009,0.006,0.017,0.032,0.018,-0.019,0.029,-0.003,0.113,300,0
"2014-11-11 19:01:00",148,0.095,-0.255,-0.024,13.76,0.195,-0.034,-0.01,0.078,0.097,0.018,-0.108,0.062,-0.017,0.297,300,0
"2014-11-11 19:02:00",149,-0.774,-0.384,-0.005,13.33,0.199,0.054,0.027,-0.138,0.073,-0.011,-0.045,0.046,-0.056,0.263,300,-1
"2014-11-11 19:03:00",150,-0.35,-0.148,-0.039,13.67,0.065,0,0.001,-0.04,0.047,0.019,-0.038,0.047,-0.029,0.164,300,-1
"2014-11-11 19:04:00",151,-0.595,0.041,0.018,13.46,0.105,0.019,-0.023,0.077,0.066,0.004,-0.033,0.03,-0.023,0.219,301,0
"2014-11-11 19:05:00",152,-0.675,-0.175,-0.087,14.09,0.098,-0.001,-0.009,0.013,0.143,0.03,-0.002,0.054,-0.008,0.049,300,0
"2014-11-11 19:06:00",153,-0.265,-0.173,-0.007,13.34,0.068,0.022,-0.004,0.029,0.059,-0.001,0.056,0.021,-0.001,0.153,300,0
"2014-11-11 19:07:00",154,-0.568,-0.228,0.042,13.67,0.072,-0.014,0.005,-0.083,0.11,0.009,0.076,0.043,-0.018,0.407,300,-1
"2014-11-11 19:08:00",155,-0.333,-0.361,0.036,13.47,0.196,0.063,0.031,-0.177,0.092,0.028,-0.077,0.031,-0.037,0.216,300,-1
"2014-11-11 19:09:00",156,-0.79,-0.353,-0.096,13.79,0.312,0.072,0.018,-0.09,0.135,0.034,-0.075,0.099,-0.045,0.194,300,-1
"2014-11-11 19:10:00",157,-0.932,-0.245,-0.06,14.07,0.18,-0.014,0.019,-0.083,0.25,0.056,0.019,0.07,0.003,0.112,301,0
"2014-11-11 19:11:00",158,-0.743,-0.06,-0.024,13.79,0.595,-0.18,0.036,-0.186,0.171,0.005,0.014,0.049,-0.057,0.416,300,0
"2014-11-11 19:12:00",159,-0.75,-0.457,-0.079,13.99,0.19,0.019,0.016,0.034,0.216,-0.005,0.041,0.068,-0.006,0.075,300,-1
"2014-11-11 19:13:00",160,-0.774,-0.317,-0.071,13.74,0.048,-0.022,-0.011,0.074,0.032,0.005,-0.073,0.018,-0.02,0.308,300,-1
"2014-11-11 19:14:00",161,-1.022,-0.336,-0.038,13.82,0.186,0.011,0.004,0.011,0.129,-0.005,0.028,0.053,-0.028,0.232,301,0
"2014-11-11 19:15:00",162,-1.124,-0.282,0.077,14.12,0.203,-0.093,0.038,-0.01,0.469,0.03,0.008,0.144,-0.002,0.045,300,0
"2014-11-11 19:16:00",163,-0.571,-0.294,-0.001,13.81,0.049,-0.024,-0.004,-0.018,0.107,0.032,0.029,0.033,-0.001,0.063,300,0
"2014-11-11 19:17:00",164,-0.913,-0.536,-0.164,13.85,0.286,0.09,0.069,-0.101,0.358,0.2,-0.201,0.235,-0.171,0.216,300,-1
"2014-11-11 19:18:00",165,-0.97,-0.767,-0.015,13.89,0.585,0.112,0.048,-0.217,0.075,0.016,-0.075,0.075,-0.031,0.286,300,-1
"2014-11-11 19:19:00",166,-1.046,0.047,-0.061,13.98,0.217,-0.011,0.031,-0.08,0.226,0.039,0.033,0.062,-0.002,0.21,301,0
